Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
333.33	10.000	288.92	0.0034612	390.96	425.57	1.7062	0.93827	3.0093	230.16	6.2857	23.482	0.040324	supercritical
335.00	10.000	280.11	0.0035701	394.72	430.42	1.7207	0.92780	2.8165	232.23	6.2969	23.196	0.039199	supercritical
336.67	10.000	272.22	0.0036735	398.24	434.98	1.7342	0.91843	2.6553	234.26	6.2953	22.959	0.038237	supercritical
338.33	10.000	265.10	0.0037722	401.56	439.29	1.7470	0.91005	2.5187	236.22	6.2836	22.761	0.037408	supercritical
340.00	10.000	258.62	0.0038667	404.72	443.38	1.7591	0.90255	2.4017	238.14	6.2638	22.595	0.036689	supercritical
341.67	10.000	252.67	0.0039577	407.72	447.30	1.7706	0.89582	2.3005	240.00	6.2374	22.456	0.036063	supercritical
343.33	10.000	247.19	0.0040455	410.60	451.06	1.7816	0.88977	2.2120	241.82	6.2058	22.338	0.035514	supercritical
345.00	10.000	242.11	0.0041304	413.38	454.68	1.7921	0.88431	2.1341	243.58	6.1698	22.239	0.035032	supercritical
346.67	10.000	237.38	0.0042127	416.05	458.18	1.8022	0.87938	2.0651	245.30	6.1303	22.155	0.034607	supercritical
348.33	10.000	232.95	0.0042927	418.64	461.57	1.8120	0.87490	2.0034	246.98	6.0881	22.086	0.034230	supercritical
350.00	10.000	228.80	0.0043705	421.15	464.86	1.8214	0.87083	1.9480	248.62	6.0435	22.028	0.033897	supercritical
351.67	10.000	224.90	0.0044465	423.60	468.06	1.8305	0.86711	1.8979	250.23	5.9971	21.980	0.033601	supercritical
353.33	10.000	221.21	0.0045206	425.98	471.19	1.8394	0.86370	1.8525	251.80	5.9492	21.941	0.033338	supercritical
355.00	10.000	217.72	0.0045931	428.31	474.24	1.8480	0.86058	1.8112	253.34	5.9002	21.911	0.033105	supercritical
356.67	10.000	214.40	0.0046641	430.59	477.23	1.8564	0.85770	1.7733	254.84	5.8503	21.888	0.032897	supercritical
358.33	10.000	211.25	0.0047337	432.82	480.15	1.8646	0.85506	1.7385	256.32	5.7997	21.871	0.032713	supercritical
360.00	10.000	208.25	0.0048020	435.00	483.02	1.8726	0.85262	1.7065	257.77	5.7487	21.860	0.032550	supercritical
361.67	10.000	205.38	0.0048690	437.15	485.84	1.8804	0.85037	1.6769	259.20	5.6972	21.854	0.032405	supercritical
363.33	10.000	202.64	0.0049350	439.27	488.61	1.8880	0.84830	1.6495	260.60	5.6456	21.852	0.032278	supercritical
365.00	10.000	200.01	0.0049998	441.34	491.34	1.8955	0.84638	1.6240	261.97	5.5939	21.855	0.032166	supercritical
366.67	10.000	197.49	0.0050636	443.39	494.03	1.9029	0.84461	1.6003	263.33	5.5422	21.862	0.032069	supercritical
368.33	10.000	195.07	0.0051265	445.41	496.68	1.9101	0.84297	1.5781	264.66	5.4905	21.872	0.031984	supercritical
370.00	10.000	192.74	0.0051884	447.41	499.29	1.9171	0.84146	1.5574	265.97	5.4390	21.886	0.031911	supercritical
371.67	10.000	190.49	0.0052495	449.37	501.87	1.9241	0.84006	1.5380	267.27	5.3877	21.902	0.031849	supercritical
373.33	10.000	188.33	0.0053098	451.32	504.42	1.9309	0.83877	1.5198	268.54	5.3367	21.922	0.031797	supercritical
375.00	10.000	186.24	0.0053694	453.24	506.94	1.9377	0.83759	1.5027	269.80	5.2859	21.943	0.031754	supercritical
376.67	10.000	184.22	0.0054282	455.15	509.43	1.9443	0.83650	1.4866	271.04	5.2355	21.967	0.031719	supercritical
378.33	10.000	182.27	0.0054863	457.03	511.89	1.9508	0.83550	1.4714	272.26	5.1855	21.993	0.031693	supercritical
380.00	10.000	180.38	0.0055437	458.89	514.33	1.9573	0.83458	1.4570	273.47	5.1358	22.022	0.031673	supercritical
381.67	10.000	178.55	0.0056006	460.74	516.75	1.9636	0.83375	1.4435	274.66	5.0865	22.052	0.031661	supercritical
383.33	10.000	176.78	0.0056568	462.58	519.14	1.9699	0.83298	1.4306	275.84	5.0377	22.083	0.031655	supercritical
385.00	10.000	175.06	0.0057124	464.39	521.52	1.9761	0.83229	1.4185	277.00	4.9893	22.117	0.031655	supercritical
386.67	10.000	173.38	0.0057675	466.20	523.87	1.9822	0.83167	1.4069	278.15	4.9414	22.152	0.031660	supercritical
388.33	10.000	171.76	0.0058221	467.99	526.21	1.9882	0.83110	1.3960	279.28	4.8939	22.188	0.031671	supercritical
390.00	10.000	170.18	0.0058762	469.76	528.53	1.9941	0.83060	1.3856	280.40	4.8469	22.225	0.031686	supercritical
391.67	10.000	168.64	0.0059297	471.53	530.83	2.0000	0.83015	1.3757	281.51	4.8004	22.264	0.031706	supercritical
393.33	10.000	167.14	0.0059828	473.28	533.11	2.0058	0.82976	1.3662	282.61	4.7544	22.304	0.031730	supercritical
395.00	10.000	165.69	0.0060355	475.03	535.38	2.0116	0.82942	1.3573	283.69	4.7089	22.345	0.031759	supercritical
396.67	10.000	164.27	0.0060877	476.76	537.64	2.0173	0.82912	1.3487	284.77	4.6639	22.387	0.031791	supercritical
398.33	10.000	162.88	0.0061395	478.48	539.88	2.0229	0.82888	1.3405	285.83	4.6194	22.430	0.031826	supercritical
400.00	10.000	161.53	0.0061909	480.20	542.11	2.0285	0.82867	1.3327	286.88	4.5754	22.474	0.031865	supercritical
401.67	10.000	160.21	0.0062419	481.90	544.32	2.0340	0.82851	1.3253	287.92	4.5318	22.519	0.031908	supercritical
403.33	10.000	158.92	0.0062926	483.60	546.52	2.0395	0.82839	1.3182	288.96	4.4888	22.564	0.031953	supercritical
405.00	10.000	157.66	0.0063428	485.29	548.71	2.0449	0.82831	1.3114	289.98	4.4463	22.610	0.032001	supercritical
406.67	10.000	156.43	0.0063927	486.97	550.89	2.0503	0.82826	1.3049	290.99	4.4042	22.657	0.032052	supercritical
408.33	10.000	155.22	0.0064423	488.64	553.06	2.0556	0.82825	1.2986	291.99	4.3627	22.705	0.032106	supercritical
410.00	10.000	154.05	0.0064916	490.31	555.22	2.0609	0.82827	1.2927	292.99	4.3216	22.753	0.032162	supercritical
411.67	10.000	152.89	0.0065405	491.97	557.37	2.0661	0.82832	1.2869	293.97	4.2810	22.802	0.032220	supercritical
413.33	10.000	151.76	0.0065892	493.62	559.51	2.0713	0.82840	1.2814	294.95	4.2409	22.851	0.032281	supercritical
415.00	10.000	150.66	0.0066375	495.27	561.64	2.0765	0.82851	1.2762	295.91	4.2013	22.901	0.032343	supercritical
416.67	10.000	149.58	0.0066855	496.91	563.77	2.0816	0.82865	1.2711	296.87	4.1622	22.951	0.032408	supercritical
418.33	10.000	148.52	0.0067333	498.55	565.88	2.0867	0.82882	1.2663	297.82	4.1235	23.002	0.032474	supercritical
420.00	10.000	147.48	0.0067808	500.18	567.99	2.0917	0.82901	1.2616	298.77	4.0853	23.053	0.032543	supercritical
421.67	10.000	146.45	0.0068280	501.81	570.09	2.0967	0.82923	1.2572	299.70	4.0475	23.105	0.032613	supercritical
423.33	10.000	145.45	0.0068750	503.43	572.18	2.1016	0.82947	1.2529	300.63	4.0102	23.157	0.032685	supercritical
425.00	10.000	144.47	0.0069217	505.05	574.26	2.1065	0.82973	1.2488	301.55	3.9733	23.210	0.032758	supercritical
426.67	10.000	143.51	0.0069682	506.66	576.34	2.1114	0.83001	1.2448	302.47	3.9369	23.263	0.032833	supercritical
428.33	10.000	142.56	0.0070145	508.27	578.41	2.1163	0.83032	1.2410	303.38	3.9009	23.316	0.032909	supercritical
430.00	10.000	141.63	0.0070605	509.87	580.48	2.1211	0.83064	1.2373	304.28	3.8654	23.370	0.032987	supercritical
431.67	10.000	140.72	0.0071063	511.47	582.54	2.1258	0.83099	1.2338	305.17	3.8302	23.423	0.033066	supercritical
433.33	10.000	139.82	0.0071518	513.07	584.59	2.1306	0.83135	1.2304	306.06	3.7955	23.478	0.033146	supercritical
435.00	10.000	138.94	0.0071972	514.67	586.64	2.1353	0.83173	1.2272	306.94	3.7612	23.532	0.033227	supercritical
436.67	10.000	138.08	0.0072424	516.26	588.68	2.1400	0.83213	1.2240	307.81	3.7274	23.587	0.033310	supercritical
438.33	10.000	137.22	0.0072873	517.85	590.72	2.1447	0.83254	1.2210	308.68	3.6939	23.642	0.033393	supercritical
440.00	10.000	136.39	0.0073321	519.43	592.75	2.1493	0.83297	1.2181	309.55	3.6608	23.697	0.033478	supercritical
441.67	10.000	135.56	0.0073767	521.01	594.78	2.1539	0.83341	1.2153	310.40	3.6281	23.752	0.033563	supercritical
443.33	10.000	134.75	0.0074210	522.59	596.80	2.1585	0.83387	1.2126	311.25	3.5959	23.808	0.033649	supercritical
445.00	10.000	133.95	0.0074652	524.17	598.82	2.1630	0.83434	1.2100	312.10	3.5640	23.864	0.033736	supercritical
446.67	10.000	133.17	0.0075093	525.74	600.84	2.1675	0.83483	1.2075	312.94	3.5324	23.920	0.033823	supercritical
448.33	10.000	132.40	0.0075531	527.32	602.85	2.1720	0.83533	1.2051	313.77	3.5013	23.976	0.033911	supercritical
450.00	10.000	131.63	0.0075968	528.89	604.85	2.1765	0.83584	1.2028	314.60	3.4705	24.033	0.033999	supercritical
451.67	10.000	130.88	0.0076403	530.45	606.86	2.1809	0.83636	1.2006	315.43	3.4401	24.089	0.034086	supercritical
453.33	10.000	130.15	0.0076837	532.02	608.86	2.1853	0.83690	1.1984	316.25	3.4100	24.146	0.034173	supercritical
455.00	10.000	129.42	0.0077269	533.58	610.85	2.1897	0.83744	1.1964	317.06	3.3803	24.203	0.034256	supercritical
456.67	10.000	128.70	0.0077699	535.14	612.84	2.1941	0.83800	1.1944	317.87	3.3510	24.260	0.034327	supercritical
458.33	10.000	128.00	0.0078128	536.70	614.83	2.1985	0.83857	1.1924	318.68	3.3219	24.317	0.034429	supercritical
460.00	10.000	127.30	0.0078555	538.26	616.82	2.2028	0.83915	1.1906	319.48	3.2933	24.375	0.034532	supercritical
461.67	10.000	126.61	0.0078981	539.82	618.80	2.2071	0.83973	1.1888	320.27	3.2649	24.432	0.034636	supercritical
463.33	10.000	125.94	0.0079406	541.38	620.78	2.2114	0.84033	1.1871	321.06	3.2369	24.489	0.034740	supercritical
465.00	10.000	125.27	0.0079829	542.93	622.76	2.2156	0.84093	1.1855	321.85	3.2092	24.547	0.034845	supercritical
466.67	10.000	124.61	0.0080251	544.48	624.73	2.2199	0.84155	1.1839	322.63	3.1818	24.605	0.034950	supercritical
468.33	10.000	123.96	0.0080671	546.03	626.70	2.2241	0.84217	1.1824	323.41	3.1548	24.663	0.035056	supercritical
470.00	10.000	123.32	0.0081090	547.58	628.67	2.2283	0.84279	1.1809	324.18	3.1280	24.721	0.035162	supercritical
471.67	10.000	122.69	0.0081508	549.13	630.64	2.2325	0.84343	1.1795	324.95	3.1016	24.779	0.035268	supercritical
473.33	10.000	122.06	0.0081925	550.68	632.61	2.2366	0.84408	1.1781	325.72	3.0754	24.837	0.035375	supercritical
475.00	10.000	121.45	0.0082340	552.23	634.57	2.2408	0.84473	1.1768	326.48	3.0496	24.895	0.035483	supercritical
476.67	10.000	120.84	0.0082755	553.77	636.53	2.2449	0.84538	1.1755	327.23	3.0241	24.953	0.035591	supercritical
478.33	10.000	120.24	0.0083168	555.32	638.49	2.2490	0.84605	1.1743	327.99	2.9988	25.012	0.035699	supercritical
480.00	10.000	119.65	0.0083580	556.86	640.44	2.2531	0.84672	1.1732	328.74	2.9738	25.070	0.035808	supercritical
481.67	10.000	119.06	0.0083990	558.41	642.40	2.2571	0.84739	1.1721	329.48	2.9491	25.128	0.035917	supercritical
483.33	10.000	118.48	0.0084400	559.95	644.35	2.2612	0.84807	1.1710	330.22	2.9247	25.187	0.036026	supercritical
485.00	10.000	117.91	0.0084809	561.49	646.30	2.2652	0.84876	1.1700	330.96	2.9005	25.246	0.036136	supercritical
486.67	10.000	117.35	0.0085216	563.03	648.25	2.2692	0.84945	1.1690	331.70	2.8767	25.304	0.036247	supercritical
488.33	10.000	116.79	0.0085623	564.57	650.20	2.2732	0.85015	1.1680	332.43	2.8530	25.363	0.036357	supercritical
490.00	10.000	116.24	0.0086028	566.11	652.14	2.2772	0.85085	1.1671	333.16	2.8297	25.421	0.036468	supercritical
491.67	10.000	115.70	0.0086433	567.65	654.09	2.2811	0.85156	1.1662	333.88	2.8066	25.480	0.036580	supercritical
493.33	10.000	115.16	0.0086836	569.19	656.03	2.2851	0.85227	1.1654	334.60	2.7837	25.539	0.036691	supercritical
495.00	10.000	114.63	0.0087239	570.73	657.97	2.2890	0.85299	1.1646	335.32	2.7611	25.598	0.036803	supercritical
496.67	10.000	114.10	0.0087640	572.27	659.91	2.2929	0.85371	1.1638	336.03	2.7388	25.657	0.036916	supercritical
498.33	10.000	113.58	0.0088041	573.81	661.85	2.2968	0.85443	1.1631	336.74	2.7167	25.715	0.037028	supercritical
500.00	10.000	113.07	0.0088440	575.35	663.79	2.3007	0.85516	1.1624	337.45	2.6948	25.774	0.037141	supercritical
501.67	10.000	112.56	0.0088839	576.89	665.73	2.3046	0.85589	1.1617	338.15	2.6732	25.833	0.037254	supercritical
503.33	10.000	112.06	0.0089237	578.42	667.66	2.3084	0.85663	1.1611	338.86	2.6518	25.892	0.037368	supercritical
505.00	10.000	111.56	0.0089634	579.96	669.60	2.3123	0.85737	1.1605	339.55	2.6306	25.951	0.037482	supercritical
506.67	10.000	111.07	0.0090030	581.50	671.53	2.3161	0.85811	1.1599	340.25	2.6097	26.010	0.037596	supercritical
508.33	10.000	110.59	0.0090425	583.04	673.46	2.3199	0.85885	1.1594	340.94	2.5889	26.069	0.037710	supercritical
510.00	10.000	110.11	0.0090820	584.57	675.39	2.3237	0.85960	1.1588	341.63	2.5684	26.128	0.037825	supercritical
511.67	10.000	109.63	0.0091214	586.11	677.33	2.3275	0.86035	1.1584	342.32	2.5481	26.187	0.037939	supercritical
513.33	10.000	109.16	0.0091606	587.65	679.26	2.3312	0.86110	1.1579	343.00	2.5281	26.246	0.038054	supercritical
515.00	10.000	108.70	0.0091999	589.19	681.19	2.3350	0.86186	1.1574	343.68	2.5082	26.305	0.038170	supercritical
516.67	10.000	108.24	0.0092390	590.72	683.11	2.3387	0.86262	1.1570	344.36	2.4886	26.364	0.038285	supercritical
518.33	10.000	107.78	0.0092780	592.26	685.04	2.3425	0.86338	1.1566	345.04	2.4691	26.423	0.038401	supercritical
520.00	10.000	107.33	0.0093170	593.80	686.97	2.3462	0.86414	1.1562	345.71	2.4498	26.481	0.038517	supercritical
521.67	10.000	106.88	0.0093559	595.34	688.90	2.3499	0.86490	1.1559	346.38	2.4308	26.540	0.038633	supercritical
523.33	10.000	106.44	0.0093947	596.87	690.82	2.3536	0.86567	1.1555	347.05	2.4119	26.599	0.038749	supercritical
525.00	10.000	106.01	0.0094335	598.41	692.75	2.3572	0.86644	1.1552	347.71	2.3933	26.658	0.038866	supercritical
526.67	10.000	105.57	0.0094722	599.95	694.67	2.3609	0.86721	1.1549	348.37	2.3748	26.717	0.038983	supercritical
528.33	10.000	105.14	0.0095108	601.49	696.60	2.3645	0.86798	1.1547	349.03	2.3565	26.776	0.039100	supercritical
530.00	10.000	104.72	0.0095494	603.03	698.52	2.3682	0.86875	1.1544	349.69	2.3384	26.835	0.039217	supercritical
531.67	10.000	104.30	0.0095879	604.57	700.45	2.3718	0.86952	1.1542	350.34	2.3205	26.894	0.039334	supercritical
533.33	10.000	103.88	0.0096263	606.11	702.37	2.3754	0.87030	1.1540	351.00	2.3028	26.953	0.039452	supercritical
535.00	10.000	103.47	0.0096646	607.65	704.29	2.3790	0.87108	1.1538	351.65	2.2852	27.012	0.039569	supercritical
536.67	10.000	103.06	0.0097029	609.19	706.22	2.3826	0.87186	1.1536	352.29	2.2678	27.071	0.039687	supercritical
538.33	10.000	102.66	0.0097411	610.73	708.14	2.3862	0.87264	1.1534	352.94	2.2506	27.129	0.039805	supercritical
540.00	10.000	102.26	0.0097793	612.27	710.06	2.3897	0.87342	1.1533	353.58	2.2336	27.188	0.039923	supercritical
541.67	10.000	101.86	0.0098174	613.81	711.98	2.3933	0.87420	1.1532	354.22	2.2167	27.247	0.040042	supercritical
543.33	10.000	101.47	0.0098555	615.35	713.90	2.3968	0.87498	1.1530	354.86	2.2000	27.306	0.040160	supercritical
545.00	10.000	101.08	0.0098934	616.89	715.83	2.4004	0.87576	1.1529	355.49	2.1835	27.365	0.040279	supercritical
546.67	10.000	100.69	0.0099314	618.43	717.75	2.4039	0.87655	1.1529	356.13	2.1671	27.423	0.040398	supercritical
548.33	10.000	100.31	0.0099692	619.98	719.67	2.4074	0.87733	1.1528	356.76	2.1509	27.482	0.040517	supercritical
550.00	10.000	99.930	0.010007	621.52	721.59	2.4109	0.87812	1.1527	357.39	2.1348	27.541	0.040636	supercritical
551.67	10.000	99.554	0.010045	623.06	723.51	2.4144	0.87890	1.1527	358.02	2.1189	27.599	0.040755	supercritical
553.33	10.000	99.182	0.010082	624.61	725.43	2.4179	0.87969	1.1527	358.64	2.1032	27.658	0.040874	supercritical
555.00	10.000	98.813	0.010120	626.15	727.35	2.4213	0.88047	1.1526	359.26	2.0876	27.717	0.040994	supercritical
556.67	10.000	98.447	0.010158	627.70	729.27	2.4248	0.88126	1.1526	359.88	2.0722	27.775	0.041113	supercritical
558.33	10.000	98.085	0.010195	629.24	731.20	2.4282	0.88205	1.1526	360.50	2.0569	27.834	0.041233	supercritical
560.00	10.000	97.725	0.010233	630.79	733.12	2.4317	0.88284	1.1527	361.12	2.0417	27.892	0.041353	supercritical
561.67	10.000	97.369	0.010270	632.34	735.04	2.4351	0.88362	1.1527	361.73	2.0267	27.951	0.041473	supercritical
563.33	10.000	97.016	0.010308	633.88	736.96	2.4385	0.88441	1.1527	362.35	2.0118	28.009	0.041593	supercritical
565.00	10.000	96.666	0.010345	635.43	738.88	2.4419	0.88520	1.1528	362.96	1.9971	28.068	0.041713	supercritical
566.67	10.000	96.319	0.010382	636.98	740.80	2.4453	0.88599	1.1529	363.57	1.9825	28.126	0.041833	supercritical
568.33	10.000	95.975	0.010419	638.53	742.72	2.4487	0.88677	1.1529	364.17	1.9681	28.184	0.041953	supercritical
570.00	10.000	95.633	0.010457	640.08	744.64	2.4521	0.88756	1.1530	364.78	1.9537	28.243	0.042074	supercritical
571.67	10.000	95.295	0.010494	641.63	746.57	2.4554	0.88835	1.1531	365.38	1.9395	28.301	0.042194	supercritical
573.33	10.000	94.959	0.010531	643.18	748.49	2.4588	0.88914	1.1532	365.98	1.9255	28.359	0.042315	supercritical
575.00	10.000	94.626	0.010568	644.73	750.41	2.4621	0.88993	1.1533	366.58	1.9116	28.417	0.042436	supercritical
576.67	10.000	94.296	0.010605	646.28	752.33	2.4655	0.89071	1.1535	367.18	1.8978	28.476	0.042556	supercritical
578.33	10.000	93.969	0.010642	647.84	754.26	2.4688	0.89150	1.1536	367.78	1.8841	28.534	0.042677	supercritical
580.00	10.000	93.644	0.010679	649.39	756.18	2.4721	0.89229	1.1538	368.37	1.8706	28.592	0.042798	supercritical
581.67	10.000	93.322	0.010716	650.95	758.10	2.4754	0.89307	1.1539	368.96	1.8571	28.650	0.042919	supercritical
583.33	10.000	93.002	0.010752	652.50	760.02	2.4787	0.89386	1.1541	369.55	1.8438	28.708	0.043040	supercritical
585.00	10.000	92.685	0.010789	654.06	761.95	2.4820	0.89464	1.1542	370.14	1.8307	28.766	0.043162	supercritical
586.67	10.000	92.371	0.010826	655.61	763.87	2.4853	0.89543	1.1544	370.73	1.8176	28.824	0.043283	supercritical
588.33	10.000	92.059	0.010863	657.17	765.80	2.4886	0.89621	1.1546	371.31	1.8047	28.882	0.043404	supercritical
590.00	10.000	91.749	0.010899	658.73	767.72	2.4919	0.89700	1.1548	371.90	1.7918	28.940	0.043526	supercritical
591.67	10.000	91.442	0.010936	660.29	769.65	2.4951	0.89778	1.1550	372.48	1.7791	28.997	0.043647	supercritical
593.33	10.000	91.137	0.010972	661.85	771.57	2.4984	0.89856	1.1552	373.06	1.7665	29.055	0.043769	supercritical
595.00	10.000	90.835	0.011009	663.41	773.50	2.5016	0.89935	1.1554	373.64	1.7540	29.113	0.043890	supercritical
596.67	10.000	90.535	0.011046	664.97	775.42	2.5048	0.90013	1.1556	374.22	1.7416	29.171	0.044012	supercritical
598.33	10.000	90.237	0.011082	666.53	777.35	2.5081	0.90091	1.1559	374.79	1.7294	29.228	0.044134	supercritical
600.00	10.000	89.941	0.011118	668.09	779.27	2.5113	0.90169	1.1561	375.37	1.7172	29.286	0.044255	supercritical
601.67	10.000	89.648	0.011155	669.65	781.20	2.5145	0.90247	1.1563	375.94	1.7051	29.344	0.044377	supercritical
603.33	10.000	89.357	0.011191	671.22	783.13	2.5177	0.90325	1.1566	376.51	1.6932	29.401	0.044499	supercritical
605.00	10.000	89.068	0.011227	672.78	785.06	2.5209	0.90402	1.1568	377.08	1.6813	29.459	0.044621	supercritical
606.67	10.000	88.781	0.011264	674.35	786.99	2.5241	0.90480	1.1571	377.65	1.6696	29.516	0.044743	supercritical
608.33	10.000	88.496	0.011300	675.91	788.91	2.5272	0.90558	1.1574	378.21	1.6580	29.574	0.044865	supercritical
610.00	10.000	88.214	0.011336	677.48	790.84	2.5304	0.90635	1.1576	378.78	1.6464	29.631	0.044987	supercritical
611.67	10.000	87.933	0.011372	679.05	792.77	2.5336	0.90713	1.1579	379.34	1.6350	29.688	0.045109	supercritical
613.33	10.000	87.655	0.011408	680.62	794.70	2.5367	0.90790	1.1582	379.90	1.6236	29.746	0.045231	supercritical
615.00	10.000	87.378	0.011444	682.19	796.63	2.5399	0.90867	1.1585	380.46	1.6124	29.803	0.045353	supercritical
616.67	10.000	87.104	0.011481	683.76	798.56	2.5430	0.90944	1.1588	381.02	1.6012	29.860	0.045475	supercritical
618.33	10.000	86.831	0.011517	685.33	800.50	2.5461	0.91021	1.1591	381.58	1.5902	29.917	0.045598	supercritical
620.00	10.000	86.561	0.011553	686.90	802.43	2.5492	0.91098	1.1594	382.13	1.5792	29.974	0.045720	supercritical
621.67	10.000	86.292	0.011589	688.47	804.36	2.5524	0.91175	1.1597	382.69	1.5683	30.031	0.045842	supercritical
623.33	10.000	86.025	0.011624	690.05	806.29	2.5555	0.91252	1.1600	383.24	1.5575	30.088	0.045964	supercritical
625.00	10.000	85.761	0.011660	691.62	808.23	2.5586	0.91329	1.1603	383.79	1.5468	30.145	0.046087	supercritical
626.67	10.000	85.498	0.011696	693.20	810.16	2.5616	0.91405	1.1606	384.34	1.5362	30.202	0.046209	supercritical
628.33	10.000	85.237	0.011732	694.78	812.10	2.5647	0.91482	1.1609	384.89	1.5257	30.259	0.046332	supercritical
630.00	10.000	84.977	0.011768	696.35	814.03	2.5678	0.91558	1.1613	385.44	1.5153	30.316	0.046454	supercritical
631.67	10.000	84.720	0.011804	697.93	815.97	2.5709	0.91634	1.1616	385.99	1.5049	30.373	0.046576	supercritical
633.33	10.000	84.464	0.011839	699.51	817.90	2.5739	0.91710	1.1619	386.53	1.4947	30.429	0.046699	supercritical
635.00	10.000	84.210	0.011875	701.09	819.84	2.5770	0.91786	1.1623	387.07	1.4845	30.486	0.046821	supercritical
636.67	10.000	83.958	0.011911	702.67	821.78	2.5800	0.91862	1.1626	387.62	1.4744	30.543	0.046944	supercritical
638.33	10.000	83.707	0.011946	704.25	823.72	2.5831	0.91938	1.1630	388.16	1.4644	30.599	0.047066	supercritical
640.00	10.000	83.458	0.011982	705.83	825.65	2.5861	0.92013	1.1633	388.70	1.4544	30.656	0.047189	supercritical
641.67	10.000	83.211	0.012018	707.42	827.59	2.5891	0.92089	1.1637	389.24	1.4446	30.712	0.047311	supercritical
643.33	10.000	82.965	0.012053	709.00	829.53	2.5922	0.92164	1.1640	389.77	1.4348	30.769	0.047434	supercritical
645.00	10.000	82.722	0.012089	710.59	831.47	2.5952	0.92239	1.1644	390.31	1.4251	30.825	0.047556	supercritical
646.67	10.000	82.479	0.012124	712.17	833.41	2.5982	0.92315	1.1648	390.85	1.4155	30.882	0.047679	supercritical
648.33	10.000	82.239	0.012160	713.76	835.36	2.6012	0.92390	1.1651	391.38	1.4060	30.938	0.047802	supercritical
650.00	10.000	81.999	0.012195	715.35	837.30	2.6042	0.92464	1.1655	391.91	1.3965	30.994	0.047924	supercritical
651.67	10.000	81.762	0.012231	716.93	839.24	2.6071	0.92539	1.1659	392.44	1.3871	31.050	0.048047	supercritical
653.33	10.000	81.526	0.012266	718.52	841.18	2.6101	0.92614	1.1662	392.97	1.3778	31.107	0.048169	supercritical
655.00	10.000	81.292	0.012301	720.11	843.13	2.6131	0.92688	1.1666	393.50	1.3686	31.163	0.048292	supercritical
