Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
378.33	15.000	316.20	0.0031626	425.08	472.52	1.7919	0.88337	1.9763	277.55	3.9452	26.991	0.041597	supercritical
380.00	15.000	311.48	0.0032105	427.62	475.78	1.8005	0.88143	1.9402	278.46	3.9374	26.853	0.041263	supercritical
381.67	15.000	306.96	0.0032578	430.12	478.98	1.8089	0.87959	1.9063	279.40	3.9277	26.727	0.040953	supercritical
383.33	15.000	302.63	0.0033044	432.57	482.13	1.8171	0.87785	1.8743	280.34	3.9162	26.612	0.040665	supercritical
385.00	15.000	298.48	0.0033503	434.98	485.23	1.8252	0.87620	1.8443	281.30	3.9032	26.508	0.040399	supercritical
386.67	15.000	294.49	0.0033957	437.35	488.28	1.8331	0.87464	1.8159	282.27	3.8887	26.413	0.040151	supercritical
388.33	15.000	290.66	0.0034405	439.68	491.29	1.8409	0.87317	1.7891	283.24	3.8730	26.328	0.039922	supercritical
390.00	15.000	286.97	0.0034847	441.98	494.25	1.8485	0.87178	1.7638	284.22	3.8561	26.250	0.039709	supercritical
391.67	15.000	283.41	0.0035284	444.24	497.17	1.8559	0.87047	1.7398	285.20	3.8382	26.180	0.039513	supercritical
393.33	15.000	279.99	0.0035716	446.47	500.05	1.8633	0.86924	1.7172	286.18	3.8194	26.117	0.039331	supercritical
395.00	15.000	276.68	0.0036143	448.68	502.89	1.8705	0.86808	1.6957	287.17	3.7997	26.061	0.039163	supercritical
396.67	15.000	273.49	0.0036565	450.85	505.70	1.8776	0.86700	1.6753	288.15	3.7794	26.010	0.039009	supercritical
398.33	15.000	270.40	0.0036982	453.00	508.48	1.8846	0.86598	1.6560	289.14	3.7584	25.965	0.038866	supercritical
400.00	15.000	267.42	0.0037395	455.13	511.22	1.8914	0.86502	1.6376	290.12	3.7368	25.925	0.038735	supercritical
401.67	15.000	264.53	0.0037804	457.23	513.94	1.8982	0.86413	1.6201	291.10	3.7148	25.891	0.038614	supercritical
403.33	15.000	261.72	0.0038208	459.31	516.62	1.9049	0.86330	1.6035	292.08	3.6923	25.860	0.038504	supercritical
405.00	15.000	259.01	0.0038609	461.37	519.28	1.9115	0.86253	1.5877	293.06	3.6694	25.834	0.038403	supercritical
406.67	15.000	256.37	0.0039005	463.41	521.91	1.9180	0.86181	1.5726	294.03	3.6462	25.812	0.038312	supercritical
408.33	15.000	253.82	0.0039398	465.43	524.52	1.9244	0.86115	1.5582	295.00	3.6227	25.793	0.038228	supercritical
410.00	15.000	251.33	0.0039788	467.43	527.11	1.9307	0.86053	1.5445	295.97	3.5989	25.778	0.038153	supercritical
411.67	15.000	248.92	0.0040174	469.41	529.67	1.9369	0.85997	1.5314	296.93	3.5750	25.766	0.038085	supercritical
413.33	15.000	246.57	0.0040557	471.38	532.21	1.9431	0.85945	1.5189	297.89	3.5509	25.757	0.038025	supercritical
415.00	15.000	244.28	0.0040936	473.33	534.74	1.9492	0.85898	1.5069	298.84	3.5266	25.751	0.037971	supercritical
416.67	15.000	242.06	0.0041312	475.27	537.24	1.9552	0.85855	1.4954	299.79	3.5022	25.748	0.037923	supercritical
418.33	15.000	239.89	0.0041685	477.19	539.72	1.9611	0.85817	1.4844	300.74	3.4778	25.747	0.037881	supercritical
420.00	15.000	237.78	0.0042056	479.10	542.19	1.9670	0.85782	1.4739	301.68	3.4532	25.749	0.037845	supercritical
421.67	15.000	235.72	0.0042423	481.00	544.63	1.9728	0.85751	1.4638	302.62	3.4287	25.753	0.037815	supercritical
423.33	15.000	233.71	0.0042788	482.88	547.06	1.9786	0.85724	1.4542	303.55	3.4041	25.759	0.037790	supercritical
425.00	15.000	231.75	0.0043150	484.76	549.48	1.9843	0.85701	1.4449	304.47	3.3795	25.767	0.037769	supercritical
426.67	15.000	229.84	0.0043509	486.62	551.88	1.9899	0.85681	1.4360	305.40	3.3550	25.777	0.037753	supercritical
428.33	15.000	227.97	0.0043866	488.47	554.27	1.9955	0.85664	1.4274	306.31	3.3304	25.789	0.037741	supercritical
430.00	15.000	226.14	0.0044221	490.31	556.64	2.0010	0.85650	1.4192	307.22	3.3060	25.803	0.037734	supercritical
431.67	15.000	224.35	0.0044573	492.14	559.00	2.0065	0.85640	1.4113	308.13	3.2815	25.818	0.037730	supercritical
433.33	15.000	222.61	0.0044923	493.96	561.34	2.0119	0.85632	1.4037	309.03	3.2572	25.835	0.037730	supercritical
435.00	15.000	220.90	0.0045270	495.77	563.68	2.0173	0.85628	1.3964	309.93	3.2329	25.854	0.037734	supercritical
436.67	15.000	219.22	0.0045615	497.58	566.00	2.0226	0.85626	1.3894	310.82	3.2087	25.874	0.037740	supercritical
438.33	15.000	217.59	0.0045959	499.37	568.31	2.0279	0.85626	1.3826	311.71	3.1847	25.895	0.037750	supercritical
440.00	15.000	215.98	0.0046300	501.16	570.61	2.0331	0.85630	1.3761	312.59	3.1607	25.917	0.037762	supercritical
441.67	15.000	214.41	0.0046639	502.94	572.90	2.0383	0.85635	1.3698	313.47	3.1369	25.941	0.037777	supercritical
443.33	15.000	212.87	0.0046976	504.71	575.17	2.0435	0.85644	1.3637	314.35	3.1131	25.966	0.037795	supercritical
445.00	15.000	211.37	0.0047311	506.48	577.44	2.0486	0.85654	1.3579	315.21	3.0895	25.992	0.037814	supercritical
446.67	15.000	209.89	0.0047645	508.23	579.70	2.0536	0.85667	1.3523	316.08	3.0661	26.019	0.037835	supercritical
448.33	15.000	208.44	0.0047976	509.99	581.95	2.0587	0.85681	1.3468	316.94	3.0427	26.047	0.037858	supercritical
450.00	15.000	207.01	0.0048306	511.73	584.19	2.0637	0.85698	1.3416	317.79	3.0196	26.076	0.037881	supercritical
451.67	15.000	205.62	0.0048634	513.47	586.42	2.0686	0.85717	1.3366	318.64	2.9965	26.106	0.037903	supercritical
453.33	15.000	204.25	0.0048961	515.20	588.65	2.0735	0.85738	1.3317	319.49	2.9736	26.137	0.037923	supercritical
455.00	15.000	202.90	0.0049285	516.93	590.86	2.0784	0.85760	1.3270	320.33	2.9509	26.169	0.037934	supercritical
456.67	15.000	201.58	0.0049609	518.66	593.07	2.0832	0.85785	1.3224	321.17	2.9283	26.201	0.037913	supercritical
458.33	15.000	200.28	0.0049930	520.37	595.27	2.0881	0.85811	1.3180	322.00	2.9059	26.234	0.037974	supercritical
460.00	15.000	199.00	0.0050250	522.09	597.46	2.0928	0.85839	1.3138	322.83	2.8837	26.269	0.038037	supercritical
461.67	15.000	197.75	0.0050569	523.79	599.65	2.0976	0.85868	1.3096	323.65	2.8616	26.303	0.038101	supercritical
463.33	15.000	196.52	0.0050886	525.50	601.83	2.1023	0.85899	1.3057	324.47	2.8397	26.339	0.038167	supercritical
465.00	15.000	195.31	0.0051202	527.20	604.00	2.1070	0.85931	1.3018	325.28	2.8179	26.375	0.038234	supercritical
466.67	15.000	194.11	0.0051516	528.89	606.17	2.1116	0.85965	1.2981	326.09	2.7963	26.412	0.038303	supercritical
468.33	15.000	192.94	0.0051829	530.58	608.33	2.1162	0.86001	1.2945	326.90	2.7749	26.449	0.038372	supercritical
470.00	15.000	191.79	0.0052141	532.27	610.48	2.1208	0.86037	1.2911	327.70	2.7536	26.487	0.038443	supercritical
471.67	15.000	190.65	0.0052451	533.95	612.63	2.1254	0.86075	1.2877	328.50	2.7325	26.525	0.038515	supercritical
473.33	15.000	189.54	0.0052760	535.63	614.77	2.1299	0.86115	1.2845	329.30	2.7116	26.564	0.038589	supercritical
475.00	15.000	188.44	0.0053068	537.31	616.91	2.1344	0.86155	1.2813	330.09	2.6909	26.604	0.038663	supercritical
476.67	15.000	187.36	0.0053374	538.98	619.05	2.1389	0.86197	1.2783	330.87	2.6703	26.644	0.038739	supercritical
478.33	15.000	186.29	0.0053680	540.65	621.17	2.1434	0.86239	1.2753	331.66	2.6499	26.685	0.038815	supercritical
480.00	15.000	185.24	0.0053984	542.32	623.30	2.1478	0.86283	1.2725	332.43	2.6297	26.726	0.038893	supercritical
481.67	15.000	184.21	0.0054287	543.98	625.42	2.1522	0.86328	1.2697	333.21	2.6096	26.767	0.038972	supercritical
483.33	15.000	183.19	0.0054589	545.65	627.53	2.1566	0.86374	1.2670	333.98	2.5897	26.809	0.039051	supercritical
485.00	15.000	182.18	0.0054890	547.30	629.64	2.1610	0.86421	1.2644	334.75	2.5700	26.851	0.039132	supercritical
486.67	15.000	181.19	0.0055190	548.96	631.74	2.1653	0.86469	1.2619	335.51	2.5504	26.894	0.039214	supercritical
488.33	15.000	180.22	0.0055488	550.61	633.85	2.1696	0.86518	1.2595	336.27	2.5310	26.937	0.039296	supercritical
490.00	15.000	179.26	0.0055786	552.26	635.94	2.1739	0.86568	1.2572	337.03	2.5118	26.980	0.039379	supercritical
491.67	15.000	178.31	0.0056083	553.91	638.04	2.1782	0.86619	1.2549	337.78	2.4927	27.024	0.039463	supercritical
493.33	15.000	177.37	0.0056378	555.56	640.13	2.1824	0.86670	1.2527	338.53	2.4738	27.068	0.039548	supercritical
495.00	15.000	176.45	0.0056673	557.20	642.21	2.1866	0.86722	1.2505	339.28	2.4551	27.112	0.039634	supercritical
496.67	15.000	175.54	0.0056967	558.84	644.29	2.1908	0.86776	1.2485	340.02	2.4365	27.157	0.039721	supercritical
498.33	15.000	174.64	0.0057259	560.48	646.37	2.1950	0.86829	1.2465	340.76	2.4181	27.202	0.039808	supercritical
500.00	15.000	173.76	0.0057551	562.12	648.45	2.1992	0.86884	1.2445	341.50	2.3999	27.247	0.039896	supercritical
501.67	15.000	172.88	0.0057842	563.76	650.52	2.2033	0.86939	1.2427	342.23	2.3818	27.293	0.039985	supercritical
503.33	15.000	172.02	0.0058132	565.39	652.59	2.2074	0.86995	1.2408	342.96	2.3638	27.339	0.040075	supercritical
505.00	15.000	171.17	0.0058421	567.03	654.66	2.2115	0.87052	1.2391	343.69	2.3461	27.385	0.040165	supercritical
506.67	15.000	170.33	0.0058710	568.66	656.72	2.2156	0.87109	1.2374	344.42	2.3285	27.431	0.040256	supercritical
508.33	15.000	169.50	0.0058997	570.29	658.78	2.2197	0.87167	1.2357	345.14	2.3110	27.478	0.040347	supercritical
510.00	15.000	168.68	0.0059284	571.92	660.84	2.2237	0.87226	1.2341	345.85	2.2937	27.525	0.040440	supercritical
511.67	15.000	167.87	0.0059570	573.54	662.90	2.2277	0.87285	1.2326	346.57	2.2766	27.572	0.040532	supercritical
513.33	15.000	167.07	0.0059855	575.17	664.95	2.2317	0.87344	1.2311	347.28	2.2596	27.619	0.040626	supercritical
515.00	15.000	166.28	0.0060139	576.79	667.00	2.2357	0.87405	1.2296	347.99	2.2427	27.666	0.040720	supercritical
516.67	15.000	165.50	0.0060422	578.41	669.05	2.2397	0.87465	1.2282	348.69	2.2260	27.714	0.040814	supercritical
518.33	15.000	164.73	0.0060705	580.04	671.09	2.2436	0.87526	1.2269	349.40	2.2095	27.762	0.040909	supercritical
520.00	15.000	163.97	0.0060987	581.66	673.14	2.2476	0.87588	1.2255	350.10	2.1931	27.810	0.041005	supercritical
521.67	15.000	163.22	0.0061268	583.28	675.18	2.2515	0.87650	1.2243	350.79	2.1768	27.858	0.041101	supercritical
523.33	15.000	162.47	0.0061549	584.90	677.22	2.2554	0.87713	1.2230	351.49	2.1607	27.907	0.041198	supercritical
525.00	15.000	161.74	0.0061829	586.51	679.26	2.2593	0.87776	1.2218	352.18	2.1447	27.955	0.041295	supercritical
526.67	15.000	161.01	0.0062108	588.13	681.29	2.2632	0.87839	1.2207	352.87	2.1289	28.004	0.041393	supercritical
528.33	15.000	160.29	0.0062386	589.75	683.32	2.2670	0.87903	1.2196	353.55	2.1132	28.053	0.041491	supercritical
530.00	15.000	159.58	0.0062664	591.36	685.36	2.2709	0.87967	1.2185	354.24	2.0976	28.102	0.041590	supercritical
531.67	15.000	158.88	0.0062941	592.97	687.39	2.2747	0.88032	1.2174	354.92	2.0822	28.151	0.041689	supercritical
533.33	15.000	158.18	0.0063218	594.59	689.41	2.2785	0.88097	1.2164	355.60	2.0670	28.200	0.041788	supercritical
535.00	15.000	157.50	0.0063493	596.20	691.44	2.2823	0.88162	1.2154	356.27	2.0518	28.250	0.041888	supercritical
536.67	15.000	156.82	0.0063769	597.81	693.47	2.2861	0.88228	1.2145	356.94	2.0368	28.299	0.041989	supercritical
538.33	15.000	156.14	0.0064043	599.42	695.49	2.2898	0.88294	1.2136	357.61	2.0219	28.349	0.042090	supercritical
540.00	15.000	155.48	0.0064317	601.04	697.51	2.2936	0.88360	1.2127	358.28	2.0072	28.399	0.042191	supercritical
541.67	15.000	154.82	0.0064590	602.65	699.53	2.2973	0.88426	1.2119	358.95	1.9926	28.449	0.042293	supercritical
543.33	15.000	154.17	0.0064863	604.26	701.55	2.3010	0.88493	1.2110	359.61	1.9781	28.499	0.042395	supercritical
545.00	15.000	153.53	0.0065135	605.87	703.57	2.3047	0.88560	1.2102	360.27	1.9637	28.549	0.042497	supercritical
546.67	15.000	152.89	0.0065407	607.47	705.59	2.3084	0.88628	1.2095	360.93	1.9495	28.599	0.042600	supercritical
548.33	15.000	152.26	0.0065678	609.08	707.60	2.3121	0.88695	1.2088	361.59	1.9354	28.650	0.042703	supercritical
550.00	15.000	151.63	0.0065948	610.69	709.61	2.3158	0.88763	1.2080	362.24	1.9214	28.700	0.042806	supercritical
551.67	15.000	151.02	0.0066218	612.30	711.63	2.3194	0.88831	1.2074	362.89	1.9075	28.751	0.042910	supercritical
553.33	15.000	150.40	0.0066488	613.91	713.64	2.3231	0.88900	1.2067	363.54	1.8938	28.801	0.043014	supercritical
555.00	15.000	149.80	0.0066757	615.51	715.65	2.3267	0.88968	1.2061	364.18	1.8802	28.852	0.043119	supercritical
556.67	15.000	149.20	0.0067025	617.12	717.66	2.3303	0.89037	1.2055	364.83	1.8666	28.903	0.043224	supercritical
558.33	15.000	148.60	0.0067293	618.73	719.67	2.3339	0.89106	1.2049	365.47	1.8533	28.954	0.043329	supercritical
560.00	15.000	148.02	0.0067560	620.34	721.68	2.3375	0.89175	1.2043	366.11	1.8400	29.005	0.043434	supercritical
561.67	15.000	147.43	0.0067827	621.94	723.68	2.3411	0.89244	1.2038	366.75	1.8268	29.056	0.043540	supercritical
563.33	15.000	146.86	0.0068093	623.55	725.69	2.3447	0.89313	1.2032	367.38	1.8138	29.107	0.043646	supercritical
565.00	15.000	146.29	0.0068359	625.15	727.69	2.3482	0.89383	1.2027	368.02	1.8008	29.158	0.043753	supercritical
566.67	15.000	145.72	0.0068624	626.76	729.70	2.3518	0.89453	1.2023	368.65	1.7880	29.209	0.043859	supercritical
568.33	15.000	145.16	0.0068889	628.37	731.70	2.3553	0.89522	1.2018	369.28	1.7753	29.261	0.043966	supercritical
570.00	15.000	144.61	0.0069153	629.97	733.70	2.3588	0.89592	1.2014	369.90	1.7627	29.312	0.044073	supercritical
571.67	15.000	144.06	0.0069417	631.58	735.71	2.3623	0.89662	1.2010	370.53	1.7502	29.363	0.044181	supercritical
573.33	15.000	143.51	0.0069681	633.19	737.71	2.3658	0.89733	1.2005	371.15	1.7378	29.415	0.044288	supercritical
575.00	15.000	142.97	0.0069943	634.79	739.71	2.3693	0.89803	1.2002	371.77	1.7255	29.466	0.044396	supercritical
576.67	15.000	142.44	0.0070206	636.40	741.71	2.3728	0.89873	1.1998	372.39	1.7133	29.518	0.044505	supercritical
578.33	15.000	141.91	0.0070468	638.00	743.71	2.3762	0.89944	1.1995	373.01	1.7013	29.569	0.044613	supercritical
580.00	15.000	141.38	0.0070730	639.61	745.71	2.3797	0.90015	1.1991	373.62	1.6893	29.621	0.044722	supercritical
581.67	15.000	140.86	0.0070991	641.22	747.70	2.3831	0.90085	1.1988	374.24	1.6774	29.673	0.044831	supercritical
583.33	15.000	140.35	0.0071252	642.82	749.70	2.3865	0.90156	1.1985	374.85	1.6656	29.724	0.044940	supercritical
585.00	15.000	139.84	0.0071512	644.43	751.70	2.3900	0.90227	1.1982	375.46	1.6540	29.776	0.045049	supercritical
586.67	15.000	139.33	0.0071772	646.04	753.70	2.3934	0.90298	1.1980	376.06	1.6424	29.828	0.045158	supercritical
588.33	15.000	138.83	0.0072032	647.64	755.69	2.3968	0.90369	1.1977	376.67	1.6309	29.880	0.045268	supercritical
590.00	15.000	138.33	0.0072291	649.25	757.69	2.4002	0.90440	1.1975	377.27	1.6195	29.932	0.045378	supercritical
591.67	15.000	137.84	0.0072550	650.86	759.68	2.4035	0.90511	1.1972	377.87	1.6082	29.984	0.045488	supercritical
593.33	15.000	137.35	0.0072808	652.47	761.68	2.4069	0.90582	1.1970	378.47	1.5970	30.035	0.045599	supercritical
595.00	15.000	136.86	0.0073066	654.07	763.67	2.4103	0.90653	1.1968	379.07	1.5859	30.087	0.045709	supercritical
596.67	15.000	136.38	0.0073324	655.68	765.67	2.4136	0.90725	1.1967	379.67	1.5749	30.139	0.045820	supercritical
598.33	15.000	135.90	0.0073581	657.29	767.66	2.4169	0.90796	1.1965	380.26	1.5640	30.191	0.045931	supercritical
600.00	15.000	135.43	0.0073838	658.90	769.66	2.4203	0.90867	1.1963	380.86	1.5531	30.243	0.046042	supercritical
601.67	15.000	134.96	0.0074095	660.51	771.65	2.4236	0.90938	1.1962	381.45	1.5424	30.295	0.046153	supercritical
603.33	15.000	134.50	0.0074351	662.12	773.64	2.4269	0.91010	1.1961	382.04	1.5317	30.347	0.046265	supercritical
605.00	15.000	134.04	0.0074607	663.73	775.64	2.4302	0.91081	1.1959	382.63	1.5211	30.400	0.046376	supercritical
606.67	15.000	133.58	0.0074862	665.34	777.63	2.4335	0.91152	1.1958	383.21	1.5106	30.452	0.046488	supercritical
608.33	15.000	133.13	0.0075117	666.95	779.62	2.4368	0.91224	1.1957	383.80	1.5002	30.504	0.046600	supercritical
610.00	15.000	132.68	0.0075372	668.56	781.62	2.4400	0.91295	1.1956	384.38	1.4899	30.556	0.046712	supercritical
611.67	15.000	132.23	0.0075626	670.17	783.61	2.4433	0.91366	1.1956	384.96	1.4797	30.608	0.046824	supercritical
613.33	15.000	131.79	0.0075881	671.78	785.60	2.4466	0.91438	1.1955	385.54	1.4695	30.660	0.046937	supercritical
615.00	15.000	131.35	0.0076134	673.39	787.59	2.4498	0.91509	1.1954	386.12	1.4595	30.712	0.047049	supercritical
616.67	15.000	130.91	0.0076388	675.00	789.59	2.4530	0.91580	1.1954	386.69	1.4495	30.765	0.047162	supercritical
618.33	15.000	130.48	0.0076641	676.62	791.58	2.4563	0.91652	1.1954	387.27	1.4396	30.817	0.047275	supercritical
620.00	15.000	130.05	0.0076894	678.23	793.57	2.4595	0.91723	1.1953	387.84	1.4297	30.869	0.047387	supercritical
621.67	15.000	129.62	0.0077146	679.84	795.56	2.4627	0.91794	1.1953	388.41	1.4200	30.921	0.047501	supercritical
623.33	15.000	129.20	0.0077398	681.46	797.55	2.4659	0.91865	1.1953	388.98	1.4103	30.973	0.047614	supercritical
625.00	15.000	128.78	0.0077650	683.07	799.55	2.4691	0.91936	1.1953	389.55	1.4007	31.025	0.047727	supercritical
626.67	15.000	128.37	0.0077902	684.69	801.54	2.4723	0.92008	1.1953	390.12	1.3912	31.078	0.047840	supercritical
628.33	15.000	127.95	0.0078153	686.30	803.53	2.4754	0.92079	1.1954	390.68	1.3817	31.130	0.047954	supercritical
630.00	15.000	127.54	0.0078404	687.92	805.52	2.4786	0.92150	1.1954	391.25	1.3723	31.182	0.048068	supercritical
631.67	15.000	127.14	0.0078655	689.53	807.52	2.4818	0.92221	1.1954	391.81	1.3630	31.234	0.048181	supercritical
633.33	15.000	126.73	0.0078905	691.15	809.51	2.4849	0.92292	1.1955	392.37	1.3538	31.286	0.048295	supercritical
635.00	15.000	126.33	0.0079155	692.77	811.50	2.4881	0.92363	1.1955	392.93	1.3446	31.339	0.048409	supercritical
636.67	15.000	125.94	0.0079405	694.39	813.49	2.4912	0.92434	1.1956	393.49	1.3356	31.391	0.048523	supercritical
638.33	15.000	125.54	0.0079654	696.00	815.49	2.4943	0.92504	1.1956	394.05	1.3265	31.443	0.048638	supercritical
640.00	15.000	125.15	0.0079904	697.62	817.48	2.4974	0.92575	1.1957	394.60	1.3176	31.495	0.048752	supercritical
641.67	15.000	124.76	0.0080153	699.24	819.47	2.5005	0.92646	1.1958	395.16	1.3087	31.547	0.048866	supercritical
643.33	15.000	124.38	0.0080401	700.86	821.47	2.5036	0.92716	1.1959	395.71	1.2999	31.600	0.048981	supercritical
645.00	15.000	123.99	0.0080650	702.48	823.46	2.5067	0.92787	1.1960	396.26	1.2912	31.652	0.049095	supercritical
646.67	15.000	123.61	0.0080898	704.10	825.45	2.5098	0.92858	1.1961	396.81	1.2825	31.704	0.049210	supercritical
648.33	15.000	123.23	0.0081146	705.73	827.45	2.5129	0.92928	1.1962	397.36	1.2739	31.756	0.049325	supercritical
650.00	15.000	122.86	0.0081394	707.35	829.44	2.5160	0.92998	1.1963	397.91	1.2653	31.808	0.049440	supercritical
651.67	15.000	122.49	0.0081641	708.97	831.43	2.5190	0.93069	1.1964	398.45	1.2568	31.860	0.049555	supercritical
653.33	15.000	122.12	0.0081888	710.60	833.43	2.5221	0.93139	1.1966	399.00	1.2484	31.913	0.049670	supercritical
