Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
486.67	2.0000	22.113	0.045222	584.92	675.36	2.6173	0.82280	1.0341	334.45	3.2705	23.644	0.032548	vapor
488.33	2.0000	22.032	0.045388	586.31	677.08	2.6208	0.82387	1.0349	335.02	3.2437	23.713	0.032682	vapor
490.00	2.0000	21.952	0.045555	587.70	678.81	2.6243	0.82493	1.0358	335.60	3.2173	23.781	0.032816	vapor
491.67	2.0000	21.872	0.045721	589.09	680.54	2.6278	0.82599	1.0366	336.18	3.1911	23.850	0.032950	vapor
493.33	2.0000	21.793	0.045887	590.49	682.26	2.6313	0.82705	1.0375	336.75	3.1653	23.918	0.033084	vapor
495.00	2.0000	21.714	0.046053	591.89	683.99	2.6348	0.82810	1.0383	337.32	3.1397	23.986	0.033218	vapor
496.67	2.0000	21.636	0.046219	593.29	685.73	2.6383	0.82916	1.0392	337.89	3.1144	24.055	0.033352	vapor
498.33	2.0000	21.559	0.046385	594.69	687.46	2.6418	0.83021	1.0400	338.46	3.0894	24.123	0.033486	vapor
500.00	2.0000	21.482	0.046551	596.09	689.19	2.6453	0.83126	1.0409	339.03	3.0647	24.191	0.033619	vapor
501.67	2.0000	21.406	0.046717	597.49	690.93	2.6488	0.83230	1.0417	339.60	3.0403	24.258	0.033753	vapor
503.33	2.0000	21.330	0.046882	598.90	692.66	2.6522	0.83335	1.0426	340.17	3.0161	24.326	0.033887	vapor
505.00	2.0000	21.255	0.047048	600.31	694.40	2.6557	0.83439	1.0434	340.73	2.9922	24.394	0.034021	vapor
506.67	2.0000	21.180	0.047213	601.72	696.14	2.6591	0.83543	1.0443	341.29	2.9685	24.462	0.034155	vapor
508.33	2.0000	21.106	0.047379	603.13	697.88	2.6625	0.83647	1.0451	341.86	2.9452	24.529	0.034289	vapor
510.00	2.0000	21.033	0.047544	604.54	699.63	2.6660	0.83750	1.0460	342.42	2.9220	24.596	0.034423	vapor
511.67	2.0000	20.960	0.047710	605.95	701.37	2.6694	0.83853	1.0469	342.98	2.8991	24.664	0.034556	vapor
513.33	2.0000	20.888	0.047875	607.37	703.12	2.6728	0.83956	1.0477	343.54	2.8765	24.731	0.034690	vapor
515.00	2.0000	20.816	0.048040	608.78	704.86	2.6762	0.84059	1.0486	344.09	2.8541	24.798	0.034824	vapor
516.67	2.0000	20.745	0.048205	610.20	706.61	2.6796	0.84161	1.0494	344.65	2.8319	24.865	0.034958	vapor
518.33	2.0000	20.674	0.048370	611.62	708.36	2.6829	0.84263	1.0503	345.20	2.8100	24.932	0.035092	vapor
520.00	2.0000	20.604	0.048535	613.04	710.11	2.6863	0.84365	1.0511	345.76	2.7883	24.999	0.035225	vapor
521.67	2.0000	20.534	0.048700	614.46	711.87	2.6897	0.84467	1.0520	346.31	2.7668	25.066	0.035359	vapor
523.33	2.0000	20.465	0.048865	615.89	713.62	2.6930	0.84569	1.0528	346.86	2.7456	25.132	0.035493	vapor
525.00	2.0000	20.396	0.049030	617.32	715.37	2.6964	0.84670	1.0537	347.41	2.7246	25.199	0.035626	vapor
526.67	2.0000	20.327	0.049195	618.74	717.13	2.6997	0.84771	1.0545	347.96	2.7038	25.265	0.035760	vapor
528.33	2.0000	20.260	0.049359	620.17	718.89	2.7031	0.84871	1.0554	348.50	2.6832	25.332	0.035894	vapor
530.00	2.0000	20.192	0.049524	621.60	720.65	2.7064	0.84972	1.0563	349.05	2.6628	25.398	0.036027	vapor
531.67	2.0000	20.125	0.049688	623.03	722.41	2.7097	0.85072	1.0571	349.60	2.6427	25.464	0.036161	vapor
533.33	2.0000	20.059	0.049853	624.47	724.17	2.7130	0.85172	1.0580	350.14	2.6227	25.530	0.036295	vapor
535.00	2.0000	19.993	0.050017	625.90	725.94	2.7163	0.85272	1.0588	350.68	2.6029	25.596	0.036428	vapor
536.67	2.0000	19.928	0.050182	627.34	727.70	2.7196	0.85371	1.0597	351.23	2.5834	25.662	0.036562	vapor
538.33	2.0000	19.863	0.050346	628.78	729.47	2.7229	0.85470	1.0605	351.77	2.5640	25.728	0.036695	vapor
540.00	2.0000	19.798	0.050510	630.22	731.24	2.7262	0.85569	1.0614	352.31	2.5449	25.794	0.036829	vapor
541.67	2.0000	19.734	0.050674	631.66	733.01	2.7295	0.85668	1.0622	352.84	2.5259	25.860	0.036962	vapor
543.33	2.0000	19.670	0.050839	633.10	734.78	2.7327	0.85766	1.0630	353.38	2.5071	25.925	0.037095	vapor
545.00	2.0000	19.607	0.051003	634.55	736.55	2.7360	0.85864	1.0639	353.92	2.4885	25.991	0.037229	vapor
546.67	2.0000	19.544	0.051167	635.99	738.32	2.7392	0.85962	1.0647	354.45	2.4701	26.056	0.037362	vapor
548.33	2.0000	19.482	0.051331	637.44	740.10	2.7425	0.86060	1.0656	354.99	2.4519	26.121	0.037495	vapor
550.00	2.0000	19.420	0.051495	638.89	741.88	2.7457	0.86157	1.0664	355.52	2.4338	26.187	0.037629	vapor
551.67	2.0000	19.358	0.051659	640.34	743.65	2.7489	0.86255	1.0673	356.05	2.4160	26.252	0.037762	vapor
553.33	2.0000	19.297	0.051822	641.79	745.43	2.7522	0.86352	1.0681	356.58	2.3983	26.317	0.037895	vapor
555.00	2.0000	19.236	0.051986	643.24	747.21	2.7554	0.86448	1.0690	357.11	2.3807	26.382	0.038028	vapor
556.67	2.0000	19.176	0.052150	644.70	749.00	2.7586	0.86545	1.0698	357.64	2.3634	26.447	0.038162	vapor
558.33	2.0000	19.116	0.052314	646.15	750.78	2.7618	0.86641	1.0706	358.17	2.3462	26.511	0.038295	vapor
560.00	2.0000	19.056	0.052477	647.61	752.57	2.7650	0.86737	1.0715	358.70	2.3292	26.576	0.038428	vapor
561.67	2.0000	18.997	0.052641	649.07	754.35	2.7681	0.86832	1.0723	359.22	2.3123	26.641	0.038561	vapor
563.33	2.0000	18.938	0.052804	650.53	756.14	2.7713	0.86928	1.0731	359.75	2.2956	26.705	0.038694	vapor
565.00	2.0000	18.879	0.052968	651.99	757.93	2.7745	0.87023	1.0740	360.27	2.2790	26.770	0.038827	vapor
566.67	2.0000	18.821	0.053131	653.46	759.72	2.7777	0.87118	1.0748	360.79	2.2626	26.834	0.038960	vapor
568.33	2.0000	18.764	0.053295	654.92	761.51	2.7808	0.87212	1.0756	361.32	2.2464	26.898	0.039092	vapor
570.00	2.0000	18.706	0.053458	656.39	763.31	2.7840	0.87307	1.0765	361.84	2.2303	26.962	0.039225	vapor
571.67	2.0000	18.649	0.053621	657.86	765.10	2.7871	0.87401	1.0773	362.36	2.2144	27.027	0.039358	vapor
573.33	2.0000	18.593	0.053785	659.33	766.90	2.7903	0.87495	1.0781	362.88	2.1986	27.091	0.039491	vapor
575.00	2.0000	18.536	0.053948	660.80	768.69	2.7934	0.87589	1.0790	363.39	2.1830	27.154	0.039624	vapor
576.67	2.0000	18.481	0.054111	662.27	770.49	2.7965	0.87682	1.0798	363.91	2.1675	27.218	0.039756	vapor
578.33	2.0000	18.425	0.054274	663.75	772.29	2.7996	0.87775	1.0806	364.43	2.1521	27.282	0.039889	vapor
580.00	2.0000	18.370	0.054437	665.22	774.10	2.8027	0.87868	1.0814	364.94	2.1369	27.346	0.040021	vapor
581.67	2.0000	18.315	0.054600	666.70	775.90	2.8058	0.87961	1.0823	365.46	2.1218	27.409	0.040154	vapor
583.33	2.0000	18.260	0.054763	668.18	777.70	2.8089	0.88053	1.0831	365.97	2.1069	27.473	0.040286	vapor
585.00	2.0000	18.206	0.054926	669.66	779.51	2.8120	0.88145	1.0839	366.48	2.0921	27.536	0.040419	vapor
586.67	2.0000	18.152	0.055089	671.14	781.32	2.8151	0.88237	1.0847	366.99	2.0774	27.600	0.040551	vapor
588.33	2.0000	18.099	0.055252	672.62	783.12	2.8182	0.88329	1.0855	367.50	2.0629	27.663	0.040684	vapor
590.00	2.0000	18.046	0.055415	674.10	784.93	2.8213	0.88420	1.0863	368.01	2.0485	27.726	0.040816	vapor
591.67	2.0000	17.993	0.055578	675.59	786.75	2.8243	0.88511	1.0872	368.52	2.0342	27.789	0.040948	vapor
593.33	2.0000	17.940	0.055740	677.08	788.56	2.8274	0.88602	1.0880	369.03	2.0201	27.852	0.041080	vapor
595.00	2.0000	17.888	0.055903	678.57	790.37	2.8304	0.88693	1.0888	369.54	2.0061	27.915	0.041213	vapor
596.67	2.0000	17.836	0.056066	680.06	792.19	2.8335	0.88783	1.0896	370.04	1.9922	27.978	0.041345	vapor
598.33	2.0000	17.785	0.056228	681.55	794.00	2.8365	0.88874	1.0904	370.55	1.9784	28.041	0.041477	vapor
600.00	2.0000	17.733	0.056391	683.04	795.82	2.8396	0.88964	1.0912	371.05	1.9647	28.103	0.041609	vapor
601.67	2.0000	17.682	0.056554	684.53	797.64	2.8426	0.89053	1.0920	371.56	1.9512	28.166	0.041741	vapor
603.33	2.0000	17.632	0.056716	686.03	799.46	2.8456	0.89143	1.0928	372.06	1.9378	28.229	0.041873	vapor
605.00	2.0000	17.581	0.056879	687.53	801.28	2.8486	0.89232	1.0936	372.56	1.9245	28.291	0.042004	vapor
606.67	2.0000	17.531	0.057041	689.02	803.11	2.8516	0.89321	1.0944	373.06	1.9113	28.353	0.042136	vapor
608.33	2.0000	17.481	0.057204	690.52	804.93	2.8546	0.89410	1.0952	373.56	1.8982	28.416	0.042268	vapor
610.00	2.0000	17.432	0.057366	692.03	806.76	2.8576	0.89498	1.0960	374.06	1.8853	28.478	0.042400	vapor
611.67	2.0000	17.383	0.057528	693.53	808.59	2.8606	0.89586	1.0968	374.56	1.8724	28.540	0.042531	vapor
613.33	2.0000	17.334	0.057691	695.03	810.41	2.8636	0.89674	1.0976	375.06	1.8597	28.602	0.042663	vapor
615.00	2.0000	17.285	0.057853	696.54	812.24	2.8666	0.89762	1.0984	375.56	1.8470	28.664	0.042794	vapor
616.67	2.0000	17.237	0.058015	698.04	814.08	2.8696	0.89850	1.0992	376.05	1.8345	28.726	0.042926	vapor
618.33	2.0000	17.189	0.058178	699.55	815.91	2.8725	0.89937	1.1000	376.55	1.8221	28.788	0.043057	vapor
620.00	2.0000	17.141	0.058340	701.06	817.74	2.8755	0.90024	1.1008	377.04	1.8098	28.849	0.043189	vapor
621.67	2.0000	17.093	0.058502	702.57	819.58	2.8785	0.90111	1.1016	377.54	1.7976	28.911	0.043320	vapor
623.33	2.0000	17.046	0.058664	704.09	821.41	2.8814	0.90197	1.1024	378.03	1.7855	28.973	0.043451	vapor
625.00	2.0000	16.999	0.058826	705.60	823.25	2.8844	0.90284	1.1031	378.52	1.7735	29.034	0.043582	vapor
626.67	2.0000	16.953	0.058988	707.11	825.09	2.8873	0.90370	1.1039	379.01	1.7616	29.096	0.043713	vapor
628.33	2.0000	16.906	0.059150	708.63	826.93	2.8902	0.90455	1.1047	379.50	1.7497	29.157	0.043844	vapor
630.00	2.0000	16.860	0.059312	710.15	828.77	2.8932	0.90541	1.1055	379.99	1.7380	29.218	0.043975	vapor
631.67	2.0000	16.814	0.059474	711.67	830.62	2.8961	0.90626	1.1063	380.48	1.7264	29.279	0.044106	vapor
633.33	2.0000	16.768	0.059636	713.19	832.46	2.8990	0.90711	1.1070	380.97	1.7149	29.340	0.044237	vapor
635.00	2.0000	16.723	0.059798	714.71	834.31	2.9019	0.90796	1.1078	381.46	1.7035	29.402	0.044368	vapor
636.67	2.0000	16.678	0.059960	716.23	836.15	2.9048	0.90881	1.1086	381.94	1.6921	29.462	0.044499	vapor
638.33	2.0000	16.633	0.060122	717.76	838.00	2.9077	0.90965	1.1094	382.43	1.6809	29.523	0.044630	vapor
640.00	2.0000	16.588	0.060284	719.28	839.85	2.9106	0.91050	1.1101	382.92	1.6697	29.584	0.044760	vapor
641.67	2.0000	16.544	0.060445	720.81	841.70	2.9135	0.91134	1.1109	383.40	1.6587	29.645	0.044891	vapor
643.33	2.0000	16.500	0.060607	722.34	843.55	2.9164	0.91217	1.1117	383.88	1.6477	29.706	0.045021	vapor
645.00	2.0000	16.456	0.060769	723.87	845.41	2.9192	0.91301	1.1124	384.37	1.6368	29.766	0.045152	vapor
646.67	2.0000	16.412	0.060931	725.40	847.26	2.9221	0.91384	1.1132	384.85	1.6260	29.827	0.045282	vapor
648.33	2.0000	16.369	0.061092	726.93	849.12	2.9250	0.91467	1.1140	385.33	1.6153	29.887	0.045413	vapor
650.00	2.0000	16.325	0.061254	728.47	850.98	2.9278	0.91550	1.1147	385.81	1.6047	29.948	0.045543	vapor
651.67	2.0000	16.282	0.061416	730.00	852.83	2.9307	0.91632	1.1155	386.29	1.5941	30.008	0.045673	vapor
653.33	2.0000	16.240	0.061577	731.54	854.69	2.9336	0.91715	1.1162	386.77	1.5837	30.068	0.045803	vapor
655.00	2.0000	16.197	0.061739	733.08	856.56	2.9364	0.91797	1.1170	387.25	1.5733	30.128	0.045933	vapor
656.67	2.0000	16.155	0.061900	734.62	858.42	2.9392	0.91879	1.1177	387.73	1.5630	30.188	0.046063	vapor
658.33	2.0000	16.113	0.062062	736.16	860.28	2.9421	0.91960	1.1185	388.20	1.5528	30.248	0.046193	vapor
660.00	2.0000	16.071	0.062223	737.70	862.15	2.9449	0.92042	1.1192	388.68	1.5427	30.308	0.046323	vapor
