Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
556.67	7.0000	68.323	0.014636	634.08	736.54	2.5032	0.87546	1.1209	358.27	2.1866	27.215	0.039967	vapor
558.33	7.0000	68.085	0.014687	635.59	738.41	2.5066	0.87631	1.1213	358.86	2.1704	27.276	0.040093	vapor
560.00	7.0000	67.849	0.014739	637.10	740.27	2.5099	0.87716	1.1216	359.45	2.1544	27.338	0.040220	vapor
561.67	7.0000	67.615	0.014790	638.62	742.14	2.5132	0.87801	1.1220	360.04	2.1385	27.399	0.040346	vapor
563.33	7.0000	67.383	0.014841	640.13	744.01	2.5166	0.87886	1.1223	360.62	2.1228	27.461	0.040472	vapor
565.00	7.0000	67.153	0.014891	641.64	745.89	2.5199	0.87971	1.1227	361.21	2.1073	27.522	0.040598	vapor
566.67	7.0000	66.924	0.014942	643.16	747.76	2.5232	0.88056	1.1231	361.79	2.0918	27.583	0.040725	vapor
568.33	7.0000	66.697	0.014993	644.68	749.63	2.5265	0.88140	1.1235	362.37	2.0766	27.645	0.040851	vapor
570.00	7.0000	66.472	0.015044	646.19	751.50	2.5298	0.88225	1.1239	362.95	2.0614	27.706	0.040977	vapor
571.67	7.0000	66.248	0.015095	647.71	753.38	2.5331	0.88309	1.1242	363.53	2.0464	27.767	0.041104	vapor
573.33	7.0000	66.027	0.015145	649.23	755.25	2.5363	0.88394	1.1246	364.10	2.0316	27.828	0.041230	vapor
575.00	7.0000	65.807	0.015196	650.75	757.12	2.5396	0.88478	1.1250	364.68	2.0169	27.889	0.041356	vapor
576.67	7.0000	65.588	0.015247	652.27	759.00	2.5428	0.88562	1.1255	365.25	2.0023	27.950	0.041483	vapor
578.33	7.0000	65.371	0.015297	653.79	760.88	2.5461	0.88646	1.1259	365.82	1.9879	28.011	0.041609	vapor
580.00	7.0000	65.156	0.015348	655.32	762.75	2.5493	0.88730	1.1263	366.39	1.9736	28.072	0.041736	vapor
581.67	7.0000	64.943	0.015398	656.84	764.63	2.5526	0.88814	1.1267	366.96	1.9594	28.132	0.041862	vapor
583.33	7.0000	64.731	0.015449	658.37	766.51	2.5558	0.88897	1.1271	367.53	1.9454	28.193	0.041989	vapor
585.00	7.0000	64.520	0.015499	659.89	768.39	2.5590	0.88981	1.1276	368.09	1.9315	28.254	0.042115	vapor
586.67	7.0000	64.311	0.015549	661.42	770.27	2.5622	0.89064	1.1280	368.66	1.9177	28.314	0.042242	vapor
588.33	7.0000	64.104	0.015600	662.95	772.15	2.5654	0.89147	1.1284	369.22	1.9041	28.375	0.042368	vapor
590.00	7.0000	63.898	0.015650	664.48	774.03	2.5686	0.89231	1.1289	369.78	1.8905	28.435	0.042495	vapor
591.67	7.0000	63.694	0.015700	666.01	775.91	2.5718	0.89314	1.1293	370.34	1.8771	28.496	0.042621	vapor
593.33	7.0000	63.491	0.015750	667.54	777.79	2.5750	0.89397	1.1298	370.90	1.8638	28.556	0.042748	vapor
595.00	7.0000	63.289	0.015800	669.07	779.68	2.5781	0.89479	1.1302	371.46	1.8507	28.616	0.042874	vapor
596.67	7.0000	63.089	0.015851	670.61	781.56	2.5813	0.89562	1.1307	372.01	1.8376	28.676	0.043001	vapor
598.33	7.0000	62.891	0.015901	672.14	783.44	2.5845	0.89645	1.1311	372.57	1.8247	28.736	0.043128	vapor
600.00	7.0000	62.694	0.015951	673.68	785.33	2.5876	0.89727	1.1316	373.12	1.8119	28.796	0.043254	vapor
601.67	7.0000	62.498	0.016001	675.21	787.22	2.5907	0.89809	1.1321	373.67	1.7992	28.856	0.043381	vapor
603.33	7.0000	62.303	0.016051	676.75	789.10	2.5939	0.89891	1.1325	374.22	1.7866	28.916	0.043507	vapor
605.00	7.0000	62.110	0.016100	678.29	790.99	2.5970	0.89973	1.1330	374.77	1.7741	28.976	0.043634	vapor
606.67	7.0000	61.918	0.016150	679.83	792.88	2.6001	0.90055	1.1335	375.32	1.7617	29.036	0.043760	vapor
608.33	7.0000	61.728	0.016200	681.37	794.77	2.6032	0.90137	1.1339	375.86	1.7495	29.096	0.043887	vapor
610.00	7.0000	61.539	0.016250	682.91	796.66	2.6063	0.90218	1.1344	376.41	1.7373	29.155	0.044013	vapor
611.67	7.0000	61.351	0.016300	684.45	798.55	2.6094	0.90300	1.1349	376.95	1.7252	29.215	0.044140	vapor
613.33	7.0000	61.164	0.016349	686.00	800.44	2.6125	0.90381	1.1354	377.49	1.7133	29.274	0.044267	vapor
615.00	7.0000	60.979	0.016399	687.54	802.34	2.6156	0.90462	1.1359	378.03	1.7014	29.334	0.044393	vapor
616.67	7.0000	60.795	0.016449	689.09	804.23	2.6187	0.90543	1.1364	378.57	1.6897	29.393	0.044520	vapor
618.33	7.0000	60.612	0.016498	690.63	806.12	2.6217	0.90624	1.1369	379.11	1.6781	29.452	0.044646	vapor
620.00	7.0000	60.430	0.016548	692.18	808.02	2.6248	0.90704	1.1373	379.65	1.6665	29.512	0.044773	vapor
621.67	7.0000	60.250	0.016598	693.73	809.91	2.6279	0.90785	1.1378	380.19	1.6551	29.571	0.044899	vapor
623.33	7.0000	60.070	0.016647	695.28	811.81	2.6309	0.90865	1.1383	380.72	1.6437	29.630	0.045026	vapor
625.00	7.0000	59.892	0.016697	696.83	813.71	2.6339	0.90945	1.1388	381.25	1.6325	29.689	0.045152	vapor
626.67	7.0000	59.715	0.016746	698.39	815.61	2.6370	0.91025	1.1393	381.79	1.6213	29.748	0.045278	vapor
628.33	7.0000	59.540	0.016796	699.94	817.51	2.6400	0.91105	1.1398	382.32	1.6102	29.807	0.045405	vapor
630.00	7.0000	59.365	0.016845	701.49	819.41	2.6430	0.91185	1.1403	382.85	1.5993	29.866	0.045531	vapor
631.67	7.0000	59.192	0.016894	703.05	821.31	2.6460	0.91265	1.1409	383.38	1.5884	29.925	0.045658	vapor
633.33	7.0000	59.019	0.016944	704.60	823.21	2.6490	0.91344	1.1414	383.90	1.5776	29.984	0.045784	vapor
635.00	7.0000	58.848	0.016993	706.16	825.11	2.6520	0.91423	1.1419	384.43	1.5669	30.042	0.045910	vapor
636.67	7.0000	58.678	0.017042	707.72	827.02	2.6550	0.91502	1.1424	384.96	1.5563	30.101	0.046037	vapor
638.33	7.0000	58.509	0.017091	709.28	828.92	2.6580	0.91581	1.1429	385.48	1.5457	30.159	0.046163	vapor
640.00	7.0000	58.341	0.017141	710.84	830.83	2.6610	0.91660	1.1434	386.00	1.5353	30.218	0.046289	vapor
641.67	7.0000	58.174	0.017190	712.40	832.73	2.6640	0.91738	1.1439	386.53	1.5249	30.276	0.046416	vapor
643.33	7.0000	58.008	0.017239	713.97	834.64	2.6669	0.91817	1.1444	387.05	1.5147	30.335	0.046542	vapor
645.00	7.0000	57.843	0.017288	715.53	836.55	2.6699	0.91895	1.1450	387.57	1.5045	30.393	0.046668	vapor
646.67	7.0000	57.679	0.017337	717.09	838.46	2.6729	0.91973	1.1455	388.09	1.4944	30.451	0.046794	vapor
648.33	7.0000	57.516	0.017386	718.66	840.37	2.6758	0.92051	1.1460	388.60	1.4843	30.510	0.046920	vapor
650.00	7.0000	57.354	0.017435	720.23	842.28	2.6788	0.92129	1.1465	389.12	1.4744	30.568	0.047046	vapor
651.67	7.0000	57.194	0.017484	721.80	844.19	2.6817	0.92206	1.1471	389.64	1.4645	30.626	0.047173	vapor
653.33	7.0000	57.034	0.017533	723.36	846.10	2.6846	0.92284	1.1476	390.15	1.4547	30.684	0.047299	vapor
655.00	7.0000	56.875	0.017582	724.93	848.01	2.6876	0.92361	1.1481	390.66	1.4450	30.742	0.047425	vapor
656.67	7.0000	56.717	0.017631	726.51	849.93	2.6905	0.92438	1.1486	391.18	1.4354	30.800	0.047551	vapor
