Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
300.00	17.000	883.39	0.0011320	231.27	250.52	1.1243	0.92036	2.2439	547.36	0.40235	88.651	0.10166	liquid
301.67	17.000	874.49	0.0011435	234.83	254.27	1.1368	0.92078	2.2661	536.89	0.43471	86.607	0.10008	liquid
303.33	17.000	865.40	0.0011555	238.43	258.07	1.1494	0.92127	2.2896	526.44	0.46900	84.594	0.098505	liquid
305.00	17.000	856.14	0.0011680	242.05	261.91	1.1620	0.92180	2.3144	515.99	0.50536	82.610	0.096935	supercritical
306.67	17.000	846.68	0.0011811	245.71	265.79	1.1747	0.92236	2.3404	505.57	0.54390	80.653	0.095372	supercritical
308.33	17.000	837.01	0.0011947	249.40	269.71	1.1874	0.92293	2.3678	495.18	0.58477	78.723	0.093814	supercritical
310.00	17.000	827.14	0.0012090	253.13	273.68	1.2003	0.92351	2.3963	484.84	0.62811	76.818	0.092264	supercritical
311.67	17.000	817.04	0.0012239	256.89	277.70	1.2132	0.92411	2.4262	474.55	0.67407	74.937	0.090720	supercritical
313.33	17.000	806.72	0.0012396	260.69	281.77	1.2262	0.92475	2.4574	464.33	0.72279	73.079	0.089183	supercritical
315.00	17.000	796.16	0.0012560	264.54	285.89	1.2393	0.92544	2.4900	454.20	0.77445	71.243	0.087655	supercritical
316.67	17.000	785.36	0.0012733	268.42	290.07	1.2526	0.92621	2.5241	444.17	0.82922	69.429	0.086136	supercritical
318.33	17.000	774.30	0.0012915	272.35	294.30	1.2659	0.92708	2.5598	434.25	0.88729	67.637	0.084626	supercritical
320.00	17.000	762.99	0.0013106	276.32	298.60	1.2794	0.92806	2.5971	424.47	0.94883	65.865	0.083127	supercritical
321.67	17.000	751.41	0.0013308	280.34	302.96	1.2930	0.92917	2.6360	414.84	1.0140	64.114	0.081639	supercritical
323.33	17.000	739.56	0.0013522	284.40	307.39	1.3067	0.93038	2.6762	405.39	1.0829	62.384	0.080165	supercritical
325.00	17.000	727.44	0.0013747	288.51	311.88	1.3205	0.93170	2.7174	396.14	1.1556	60.676	0.078704	supercritical
326.67	17.000	715.06	0.0013985	292.67	316.45	1.3345	0.93310	2.7590	387.12	1.2320	58.991	0.077258	supercritical
328.33	17.000	702.42	0.0014237	296.88	321.08	1.3487	0.93456	2.8003	378.37	1.3120	57.331	0.075828	supercritical
330.00	17.000	689.53	0.0014503	301.13	325.78	1.3630	0.93604	2.8407	369.92	1.3955	55.698	0.074416	supercritical
331.67	17.000	676.42	0.0014784	305.42	330.55	1.3774	0.93747	2.8794	361.82	1.4824	54.096	0.073024	supercritical
333.33	17.000	663.11	0.0015080	309.74	335.38	1.3919	0.93878	2.9159	354.10	1.5725	52.528	0.071653	supercritical
335.00	17.000	649.64	0.0015393	314.10	340.27	1.4065	0.93985	2.9492	346.78	1.6655	50.996	0.070305	supercritical
336.67	17.000	636.04	0.0015722	318.48	345.21	1.4212	0.94058	2.9785	339.90	1.7612	49.506	0.068982	supercritical
338.33	17.000	622.35	0.0016068	322.88	350.19	1.4360	0.94089	3.0027	333.47	1.8592	48.061	0.067684	supercritical
340.00	17.000	608.62	0.0016431	327.28	355.21	1.4508	0.94072	3.0203	327.50	1.9587	46.664	0.066411	supercritical
341.67	17.000	594.92	0.0016809	331.68	360.26	1.4656	0.94006	3.0303	322.01	2.0590	45.321	0.065164	supercritical
343.33	17.000	581.29	0.0017203	336.06	365.31	1.4804	0.93893	3.0318	317.01	2.1590	44.034	0.063943	supercritical
345.00	17.000	567.82	0.0017611	340.42	370.36	1.4950	0.93741	3.0246	312.48	2.2580	42.809	0.062749	supercritical
346.67	17.000	554.55	0.0018033	344.73	375.39	1.5096	0.93558	3.0089	308.42	2.3550	41.646	0.061584	supercritical
348.33	17.000	541.55	0.0018465	348.99	380.38	1.5240	0.93353	2.9853	304.80	2.4494	40.549	0.060451	supercritical
350.00	17.000	528.86	0.0018908	353.19	385.33	1.5381	0.93134	2.9547	301.61	2.5404	39.518	0.059350	supercritical
351.67	17.000	516.53	0.0019360	357.32	390.23	1.5521	0.92907	2.9179	298.81	2.6274	38.552	0.058284	supercritical
353.33	17.000	504.59	0.0019818	361.37	395.06	1.5658	0.92678	2.8760	296.38	2.7099	37.650	0.057254	supercritical
355.00	17.000	493.06	0.0020282	365.33	399.81	1.5792	0.92449	2.8298	294.29	2.7875	36.812	0.056261	supercritical
356.67	17.000	481.96	0.0020749	369.21	404.49	1.5924	0.92223	2.7805	292.52	2.8599	36.033	0.055306	supercritical
358.33	17.000	471.29	0.0021218	373.01	409.08	1.6052	0.91998	2.7289	291.04	2.9269	35.312	0.054389	supercritical
360.00	17.000	461.07	0.0021689	376.71	413.58	1.6177	0.91776	2.6759	289.82	2.9885	34.646	0.053512	supercritical
361.67	17.000	451.28	0.0022159	380.33	418.00	1.6300	0.91556	2.6222	288.85	3.0448	34.030	0.052673	supercritical
363.33	17.000	441.92	0.0022628	383.85	422.32	1.6419	0.91338	2.5684	288.09	3.0957	33.463	0.051874	supercritical
365.00	17.000	432.98	0.0023096	387.30	426.56	1.6535	0.91121	2.5151	287.51	3.1417	32.939	0.051114	supercritical
366.67	17.000	424.43	0.0023561	390.65	430.71	1.6649	0.90907	2.4627	287.11	3.1827	32.457	0.050392	supercritical
368.33	17.000	416.28	0.0024022	393.93	434.77	1.6759	0.90695	2.4115	286.87	3.2191	32.013	0.049706	supercritical
370.00	17.000	408.49	0.0024481	397.13	438.75	1.6867	0.90485	2.3618	286.75	3.2512	31.604	0.049058	supercritical
371.67	17.000	401.05	0.0024935	400.25	442.64	1.6972	0.90279	2.3137	286.76	3.2791	31.226	0.048444	supercritical
373.33	17.000	393.94	0.0025385	403.31	446.46	1.7075	0.90077	2.2674	286.87	3.3032	30.879	0.047864	supercritical
375.00	17.000	387.15	0.0025830	406.29	450.20	1.7175	0.89879	2.2229	287.07	3.3236	30.558	0.047316	supercritical
376.67	17.000	380.65	0.0026271	409.21	453.87	1.7272	0.89687	2.1803	287.36	3.3407	30.263	0.046800	supercritical
378.33	17.000	374.43	0.0026707	412.07	457.47	1.7368	0.89499	2.1395	287.71	3.3546	29.990	0.046313	supercritical
380.00	17.000	368.48	0.0027138	414.87	461.00	1.7461	0.89318	2.1005	288.14	3.3656	29.739	0.045855	supercritical
381.67	17.000	362.78	0.0027565	417.61	464.47	1.7552	0.89142	2.0633	288.61	3.3739	29.507	0.045423	supercritical
383.33	17.000	357.31	0.0027987	420.30	467.88	1.7641	0.88972	2.0279	289.14	3.3798	29.292	0.045017	supercritical
385.00	17.000	352.06	0.0028405	422.95	471.23	1.7728	0.88809	1.9941	289.71	3.3833	29.094	0.044635	supercritical
386.67	17.000	347.01	0.0028817	425.54	474.53	1.7814	0.88652	1.9620	290.32	3.3847	28.912	0.044277	supercritical
388.33	17.000	342.17	0.0029226	428.09	477.77	1.7897	0.88502	1.9314	290.96	3.3842	28.743	0.043940	supercritical
390.00	17.000	337.50	0.0029629	430.60	480.97	1.7979	0.88358	1.9023	291.63	3.3819	28.587	0.043623	supercritical
391.67	17.000	333.02	0.0030029	433.07	484.12	1.8060	0.88220	1.8745	292.33	3.3779	28.443	0.043326	supercritical
393.33	17.000	328.69	0.0030424	435.50	487.22	1.8139	0.88089	1.8481	293.05	3.3724	28.310	0.043047	supercritical
395.00	17.000	324.52	0.0030815	437.89	490.28	1.8217	0.87964	1.8229	293.79	3.3656	28.187	0.042786	supercritical
396.67	17.000	320.50	0.0031202	440.25	493.29	1.8293	0.87845	1.7990	294.55	3.3574	28.074	0.042541	supercritical
398.33	17.000	316.61	0.0031584	442.58	496.27	1.8368	0.87732	1.7761	295.32	3.3481	27.970	0.042311	supercritical
400.00	17.000	312.86	0.0031964	444.88	499.22	1.8442	0.87625	1.7543	296.11	3.3378	27.874	0.042096	supercritical
401.67	17.000	309.23	0.0032339	447.15	502.12	1.8514	0.87524	1.7336	296.91	3.3264	27.786	0.041895	supercritical
403.33	17.000	305.71	0.0032711	449.39	504.99	1.8585	0.87428	1.7137	297.72	3.3142	27.705	0.041707	supercritical
405.00	17.000	302.31	0.0033079	451.60	507.84	1.8656	0.87337	1.6948	298.54	3.3012	27.630	0.041532	supercritical
406.67	17.000	299.01	0.0033443	453.79	510.64	1.8725	0.87252	1.6767	299.36	3.2874	27.562	0.041368	supercritical
408.33	17.000	295.82	0.0033805	455.96	513.42	1.8793	0.87173	1.6595	300.19	3.2730	27.500	0.041215	supercritical
410.00	17.000	292.72	0.0034163	458.10	516.18	1.8860	0.87098	1.6429	301.03	3.2580	27.443	0.041073	supercritical
411.67	17.000	289.71	0.0034518	460.22	518.90	1.8927	0.87027	1.6271	301.87	3.2424	27.391	0.040941	supercritical
413.33	17.000	286.78	0.0034869	462.32	521.60	1.8992	0.86962	1.6120	302.71	3.2263	27.344	0.040818	supercritical
415.00	17.000	283.94	0.0035218	464.40	524.28	1.9057	0.86901	1.5976	303.56	3.2098	27.302	0.040704	supercritical
416.67	17.000	281.18	0.0035564	466.47	526.93	1.9121	0.86844	1.5837	304.40	3.1928	27.264	0.040598	supercritical
418.33	17.000	278.50	0.0035907	468.51	529.55	1.9183	0.86792	1.5704	305.25	3.1755	27.230	0.040501	supercritical
420.00	17.000	275.88	0.0036248	470.54	532.16	1.9246	0.86744	1.5577	306.10	3.1579	27.200	0.040411	supercritical
421.67	17.000	273.33	0.0036585	472.55	534.75	1.9307	0.86700	1.5454	306.95	3.1400	27.173	0.040328	supercritical
423.33	17.000	270.85	0.0036920	474.55	537.31	1.9368	0.86659	1.5337	307.81	3.1218	27.150	0.040252	supercritical
425.00	17.000	268.43	0.0037253	476.53	539.86	1.9428	0.86623	1.5224	308.66	3.1034	27.130	0.040183	supercritical
426.67	17.000	266.08	0.0037583	478.50	542.39	1.9487	0.86589	1.5116	309.51	3.0848	27.113	0.040120	supercritical
428.33	17.000	263.78	0.0037911	480.45	544.90	1.9546	0.86560	1.5012	310.36	3.0660	27.099	0.040062	supercritical
430.00	17.000	261.53	0.0038236	482.39	547.39	1.9604	0.86533	1.4912	311.20	3.0471	27.087	0.040010	supercritical
431.67	17.000	259.34	0.0038560	484.32	549.87	1.9662	0.86510	1.4816	312.05	3.0280	27.078	0.039964	supercritical
433.33	17.000	257.20	0.0038881	486.23	552.33	1.9718	0.86490	1.4724	312.90	3.0089	27.072	0.039922	supercritical
435.00	17.000	255.10	0.0039200	488.14	554.78	1.9775	0.86474	1.4635	313.74	2.9896	27.068	0.039885	supercritical
436.67	17.000	253.06	0.0039516	490.03	557.21	1.9831	0.86460	1.4549	314.58	2.9703	27.066	0.039852	supercritical
438.33	17.000	251.06	0.0039831	491.91	559.63	1.9886	0.86448	1.4466	315.42	2.9509	27.067	0.039823	supercritical
440.00	17.000	249.10	0.0040144	493.79	562.03	1.9941	0.86440	1.4387	316.26	2.9315	27.069	0.039798	supercritical
441.67	17.000	247.19	0.0040455	495.65	564.42	1.9995	0.86434	1.4310	317.09	2.9120	27.073	0.039777	supercritical
443.33	17.000	245.32	0.0040764	497.50	566.80	2.0049	0.86431	1.4236	317.92	2.8926	27.079	0.039758	supercritical
445.00	17.000	243.48	0.0041071	499.35	569.17	2.0102	0.86430	1.4165	318.75	2.8731	27.087	0.039743	supercritical
446.67	17.000	241.68	0.0041376	501.18	571.52	2.0155	0.86432	1.4096	319.58	2.8536	27.096	0.039729	supercritical
448.33	17.000	239.92	0.0041680	503.01	573.87	2.0207	0.86436	1.4030	320.40	2.8342	27.107	0.039718	supercritical
450.00	17.000	238.20	0.0041982	504.83	576.20	2.0259	0.86442	1.3966	321.22	2.8148	27.120	0.039707	supercritical
451.67	17.000	236.51	0.0042282	506.64	578.52	2.0311	0.86451	1.3904	322.04	2.7954	27.134	0.039696	supercritical
453.33	17.000	234.85	0.0042581	508.45	580.84	2.0362	0.86461	1.3844	322.86	2.7761	27.149	0.039681	supercritical
455.00	17.000	233.22	0.0042878	510.25	583.14	2.0412	0.86474	1.3786	323.67	2.7568	27.166	0.039654	supercritical
456.67	17.000	231.62	0.0043173	512.04	585.43	2.0463	0.86488	1.3731	324.48	2.7376	27.183	0.039586	supercritical
458.33	17.000	230.06	0.0043467	513.82	587.72	2.0513	0.86505	1.3677	325.28	2.7184	27.203	0.039625	supercritical
460.00	17.000	228.52	0.0043760	515.60	589.99	2.0562	0.86523	1.3625	326.09	2.6993	27.223	0.039667	supercritical
461.67	17.000	227.01	0.0044051	517.37	592.26	2.0611	0.86543	1.3574	326.89	2.6803	27.244	0.039711	supercritical
463.33	17.000	225.53	0.0044341	519.14	594.52	2.0660	0.86565	1.3525	327.68	2.6614	27.267	0.039757	supercritical
465.00	17.000	224.07	0.0044629	520.90	596.77	2.0709	0.86588	1.3478	328.48	2.6425	27.290	0.039805	supercritical
466.67	17.000	222.64	0.0044916	522.65	599.01	2.0757	0.86613	1.3433	329.27	2.6238	27.314	0.039854	supercritical
468.33	17.000	221.23	0.0045201	524.40	601.24	2.0805	0.86640	1.3388	330.05	2.6051	27.340	0.039905	supercritical
470.00	17.000	219.85	0.0045486	526.14	603.47	2.0852	0.86668	1.3346	330.84	2.5865	27.366	0.039958	supercritical
471.67	17.000	218.49	0.0045769	527.88	605.69	2.0899	0.86697	1.3304	331.62	2.5681	27.393	0.040013	supercritical
473.33	17.000	217.15	0.0046051	529.62	607.91	2.0946	0.86728	1.3264	332.40	2.5497	27.421	0.040069	supercritical
475.00	17.000	215.84	0.0046331	531.35	610.11	2.0993	0.86761	1.3225	333.17	2.5314	27.450	0.040126	supercritical
476.67	17.000	214.54	0.0046611	533.08	612.31	2.1039	0.86794	1.3188	333.94	2.5133	27.479	0.040185	supercritical
