Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
300.00	21.000	912.13	0.0010963	224.65	247.67	1.1000	0.91712	2.0962	597.89	0.26355	95.726	0.10733	liquid
301.67	21.000	904.46	0.0011056	227.96	251.18	1.1116	0.91697	2.1086	588.69	0.28545	93.765	0.10586	liquid
303.33	21.000	896.70	0.0011152	231.28	254.70	1.1233	0.91686	2.1214	579.54	0.30833	91.842	0.10441	liquid
305.00	21.000	888.83	0.0011251	234.62	258.25	1.1349	0.91678	2.1347	570.43	0.33226	89.955	0.10296	supercritical
306.67	21.000	880.86	0.0011353	237.98	261.82	1.1466	0.91672	2.1485	561.37	0.35727	88.103	0.10152	supercritical
308.33	21.000	872.78	0.0011458	241.35	265.41	1.1583	0.91667	2.1628	552.35	0.38341	86.284	0.10009	supercritical
310.00	21.000	864.59	0.0011566	244.74	269.03	1.1700	0.91661	2.1774	543.40	0.41074	84.498	0.098675	supercritical
311.67	21.000	856.29	0.0011678	248.14	272.67	1.1817	0.91653	2.1924	534.50	0.43929	82.744	0.097269	supercritical
313.33	21.000	847.88	0.0011794	251.57	276.33	1.1934	0.91646	2.2078	525.68	0.46910	81.020	0.095874	supercritical
315.00	21.000	839.35	0.0011914	255.01	280.03	1.2052	0.91638	2.2235	516.92	0.50023	79.325	0.094491	supercritical
316.67	21.000	830.71	0.0012038	258.47	283.75	1.2170	0.91633	2.2395	508.25	0.53272	77.660	0.093120	supercritical
318.33	21.000	821.94	0.0012166	261.94	287.49	1.2288	0.91631	2.2558	499.66	0.56660	76.023	0.091761	supercritical
320.00	21.000	813.06	0.0012299	265.44	291.27	1.2406	0.91633	2.2725	491.17	0.60192	74.413	0.090415	supercritical
321.67	21.000	804.05	0.0012437	268.95	295.07	1.2524	0.91642	2.2895	482.78	0.63874	72.830	0.089083	supercritical
323.33	21.000	794.93	0.0012580	272.48	298.90	1.2643	0.91658	2.3069	474.51	0.67709	71.274	0.087763	supercritical
325.00	21.000	785.68	0.0012728	276.03	302.76	1.2762	0.91681	2.3247	466.37	0.71702	69.744	0.086459	supercritical
326.67	21.000	776.32	0.0012881	279.60	306.65	1.2882	0.91710	2.3427	458.36	0.75855	68.240	0.085168	supercritical
328.33	21.000	766.83	0.0013041	283.18	310.57	1.3001	0.91745	2.3610	450.51	0.80171	66.761	0.083893	supercritical
330.00	21.000	757.23	0.0013206	286.78	314.52	1.3121	0.91782	2.3794	442.82	0.84650	65.308	0.082634	supercritical
331.67	21.000	747.52	0.0013378	290.40	318.50	1.3242	0.91822	2.3976	435.30	0.89289	63.881	0.081390	supercritical
333.33	21.000	737.70	0.0013556	294.04	322.51	1.3362	0.91860	2.4156	427.97	0.94085	62.481	0.080163	supercritical
335.00	21.000	727.78	0.0013740	297.69	326.55	1.3483	0.91896	2.4330	420.85	0.99032	61.106	0.078953	supercritical
336.67	21.000	717.76	0.0013932	301.36	330.62	1.3604	0.91926	2.4497	413.95	1.0412	59.759	0.077761	supercritical
338.33	21.000	707.66	0.0014131	305.04	334.71	1.3726	0.91950	2.4653	407.27	1.0934	58.440	0.076588	supercritical
340.00	21.000	697.49	0.0014337	308.73	338.84	1.3847	0.91964	2.4796	400.84	1.1468	57.150	0.075433	supercritical
341.67	21.000	687.27	0.0014550	312.42	342.98	1.3969	0.91968	2.4924	394.65	1.2013	55.889	0.074298	supercritical
343.33	21.000	677.00	0.0014771	316.12	347.14	1.4090	0.91961	2.5034	388.72	1.2568	54.660	0.073184	supercritical
345.00	21.000	666.70	0.0014999	319.82	351.32	1.4212	0.91942	2.5125	383.04	1.3130	53.462	0.072091	supercritical
346.67	21.000	656.39	0.0015235	323.52	355.52	1.4333	0.91911	2.5194	377.62	1.3700	52.297	0.071019	supercritical
348.33	21.000	646.10	0.0015478	327.22	359.72	1.4454	0.91869	2.5240	372.47	1.4274	51.167	0.069970	supercritical
350.00	21.000	635.83	0.0015728	330.90	363.93	1.4575	0.91817	2.5262	367.57	1.4851	50.071	0.068944	supercritical
351.67	21.000	625.60	0.0015985	334.57	368.14	1.4695	0.91758	2.5259	362.93	1.5429	49.011	0.067941	supercritical
353.33	21.000	615.44	0.0016248	338.22	372.35	1.4814	0.91692	2.5231	358.56	1.6004	47.988	0.066961	supercritical
