Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
300.00	24.000	929.99	0.0010753	220.47	246.28	1.0845	0.91632	2.0215	630.30	0.18982	100.49	0.11110	liquid
301.67	24.000	922.94	0.0010835	223.65	249.66	1.0957	0.91593	2.0300	621.75	0.20714	98.563	0.10969	liquid
303.33	24.000	915.83	0.0010919	226.84	253.05	1.1069	0.91557	2.0388	613.24	0.22512	96.671	0.10829	liquid
305.00	24.000	908.65	0.0011005	230.04	256.45	1.1181	0.91524	2.0478	604.79	0.24379	94.818	0.10690	supercritical
306.67	24.000	901.39	0.0011094	233.25	259.87	1.1293	0.91493	2.0571	596.39	0.26318	93.003	0.10552	supercritical
308.33	24.000	894.07	0.0011185	236.47	263.31	1.1405	0.91463	2.0667	588.06	0.28331	91.224	0.10416	supercritical
310.00	24.000	886.67	0.0011278	239.70	266.76	1.1517	0.91432	2.0764	579.78	0.30420	89.480	0.10281	supercritical
311.67	24.000	879.19	0.0011374	242.93	270.23	1.1628	0.91401	2.0863	571.57	0.32588	87.771	0.10147	supercritical
313.33	24.000	871.64	0.0011473	246.18	273.72	1.1740	0.91368	2.0964	563.43	0.34837	86.095	0.10014	supercritical
315.00	24.000	864.02	0.0011574	249.44	277.22	1.1851	0.91335	2.1066	555.36	0.37169	84.450	0.098823	supercritical
316.67	24.000	856.31	0.0011678	252.71	280.74	1.1963	0.91302	2.1168	547.36	0.39586	82.837	0.097520	supercritical
318.33	24.000	848.54	0.0011785	255.99	284.28	1.2074	0.91271	2.1272	539.44	0.42089	81.255	0.096230	supercritical
320.00	24.000	840.68	0.0011895	259.28	287.83	1.2185	0.91242	2.1377	531.59	0.44681	79.702	0.094954	supercritical
